"telemetry_date","product_type","avg_disconnects","crash_rate","avg_temp_c","rows"
2024-02-21,Aviation Headsets,0.000,0.0000,30.63,4
2025-07-25,Home Theater,0.000,0.0000,33.17,15
2025-08-18,Aviation Headsets,0.000,0.0000,18.60,2
2024-03-15,Aviation Headsets,0.000,0.0000,29.28,5
2024-10-06,Speakers,0.200,0.0000,33.18,5
2025-05-13,Home Theater,0.167,0.0000,35.24,7
2025-01-15,Speakers,1.000,0.0000,37.80,3
2025-12-29,Speakers,0.500,0.0000,32.93,3
2024-09-25,Headphones,0.446,0.0063,31.72,160
2025-12-08,Portable PA,0.333,0.0000,32.53,3
2025-08-27,Speakers,0.333,0.0000,35.12,5
2024-10-24,Aviation Headsets,1.000,0.0000,33.30,1
2025-12-07,Aviation Headsets,0.333,0.0000,33.10,3
2025-07-10,Home Theater,0.000,0.0000,35.23,17
2025-04-14,Portable PA,0.000,0.0000,31.48,5
2025-04-02,Earbuds,0.333,0.0000,33.45,21
2025-02-27,Portable PA,0.222,0.0000,31.26,10
2025-02-06,Home Theater,0.417,0.0000,30.03,14
2025-07-21,Earbuds,0.400,0.0000,32.81,11
2024-07-23,Portable PA,0.250,0.0000,30.45,8
2025-07-15,Portable PA,0.000,0.0000,34.05,4
2024-12-09,Headphones,0.489,0.0203,31.64,148
2024-06-21,Earbuds,0.556,0.0000,31.06,19
2025-01-12,Headphones,0.448,0.0227,31.98,134
2024-03-10,Home Theater,0.222,0.0000,32.79,9
2024-10-28,Portable PA,0.000,0.0000,30.60,3
2025-09-13,Home Theater,0.286,0.0000,36.69,9
2024-10-15,Earbuds,0.375,0.0000,32.82,24
2024-04-17,Home Theater,0.143,0.0000,32.84,16
2024-07-01,Earbuds,0.421,0.0000,30.81,21
2024-04-23,Earbuds,0.563,0.0000,33.17,22
2024-04-14,Speakers,0.000,0.0000,22.60,2
2024-09-14,Home Theater,0.231,0.0000,34.50,13
2025-05-17,Headphones,0.409,0.0118,32.31,172
2025-03-29,Speakers,0.500,0.0000,28.40,2
2024-06-19,Speakers,0.500,0.2500,29.84,8
2024-11-29,Aviation Headsets,0.333,0.3333,38.10,3
2024-02-15,Portable PA,0.000,0.0000,34.80,5
2024-03-24,Speakers,0.000,0.0000,22.80,3
2025-07-14,Headphones,0.333,0.0127,31.71,163
2025-05-06,Portable PA,0.000,0.0000,33.20,2
2025-12-03,Aviation Headsets,1.000,0.0000,22.30,1
2025-02-16,Speakers,0.875,0.0000,30.69,8
2025-12-15,Portable PA,0.000,0.0000,32.23,4
2025-04-02,Speakers,0.167,0.0000,32.70,6
2025-12-20,Earbuds,0.455,0.0000,32.11,13
2024-05-01,Headphones,0.478,0.0139,31.88,149
2024-03-05,Portable PA,0.000,0.0000,30.47,6
2025-10-10,Speakers,0.250,0.0000,30.73,4
2025-06-27,Headphones,0.542,0.0061,32.16,166
2025-04-30,Speakers,0.000,0.0000,30.06,7
2025-09-20,Headphones,0.504,0.0067,31.83,151
2024-03-07,Portable PA,0.333,0.0000,28.53,6
2025-11-07,Earbuds,0.500,0.0000,31.43,14
2025-11-06,Home Theater,0.077,0.0625,32.33,16
2024-08-03,Speakers,1.000,0.0000,26.90,3
2025-07-09,Speakers,0.500,0.0000,35.58,4
2025-12-21,Portable PA,0.200,0.0000,33.34,5
2024-11-02,Home Theater,0.667,0.0000,33.10,3
2024-07-07,Home Theater,0.286,0.0000,27.91,7
2025-08-03,Home Theater,0.167,0.0000,24.47,9
2024-06-25,Portable PA,0.167,0.0000,32.23,7
2024-06-30,Aviation Headsets,0.000,0.0000,20.90,1
2024-11-25,Speakers,1.000,0.0000,36.33,3
2025-03-19,Aviation Headsets,,0.0000,33.20,1
2025-09-09,Earbuds,0.263,0.0000,35.55,21
2024-12-31,Aviation Headsets,0.000,0.0000,35.53,4
2025-04-18,Speakers,0.000,0.0000,36.65,2
2025-07-06,Speakers,0.333,0.0000,40.47,3
2025-10-16,Headphones,0.469,0.0120,32.88,169
2025-04-15,Portable PA,0.167,0.0000,32.88,8
2024-07-17,Home Theater,0.200,0.0000,27.22,5
2025-08-22,Aviation Headsets,0.000,1.0000,24.20,1
2024-10-22,Aviation Headsets,0.000,0.0000,28.17,3
2024-06-13,Portable PA,0.333,0.0000,32.97,3
2024-09-05,Portable PA,0.143,0.0000,36.45,8
2024-03-07,Speakers,0.500,0.0000,32.84,7
2025-06-06,Home Theater,0.200,0.0000,28.00,6
2024-09-27,Speakers,1.000,0.0000,33.63,7
2025-05-03,Earbuds,0.200,0.0556,29.47,18
2024-09-12,Home Theater,0.000,0.0000,33.21,9
2025-08-01,Earbuds,0.214,0.0526,35.94,19
2025-09-07,Earbuds,0.389,0.0000,35.05,19
2025-02-05,Aviation Headsets,0.000,0.0000,24.00,3
2025-09-12,Earbuds,0.318,0.0435,31.56,23
2024-12-01,Aviation Headsets,0.000,0.0000,26.40,3
2025-11-05,Aviation Headsets,0.500,0.0000,31.85,2
2024-09-19,Earbuds,0.593,0.0000,31.44,28
2025-12-11,Speakers,0.000,0.0000,32.30,4
2025-01-09,Aviation Headsets,0.600,0.0000,36.36,5
2024-02-19,Headphones,0.441,0.0000,32.10,170
2025-08-20,Aviation Headsets,0.000,0.0000,30.30,1
2025-12-11,Aviation Headsets,0.000,0.0000,21.30,1
2025-05-04,Home Theater,0.250,0.0000,31.31,9
2025-06-02,Earbuds,0.538,0.0000,28.52,16
2025-03-30,Aviation Headsets,0.000,0.0000,35.00,1
2024-01-26,Home Theater,0.250,0.0000,33.46,8
2024-11-05,Home Theater,0.000,0.0000,30.73,9
2024-10-11,Portable PA,0.111,0.0909,30.71,11
2025-11-18,Earbuds,0.542,0.0370,29.81,27
2025-05-05,Headphones,0.468,0.0064,32.64,157
2025-09-28,Headphones,0.358,0.0068,32.05,151
2025-03-06,Speakers,0.000,0.0000,42.03,3
2025-03-28,Headphones,0.416,0.0199,31.27,152
2024-01-27,Earbuds,0.722,0.0000,31.42,20
2024-09-29,Aviation Headsets,0.200,0.0000,28.94,5
2024-12-25,Headphones,0.479,0.0000,31.35,150
2025-02-03,Headphones,0.387,0.0055,33.04,184
2024-10-15,Home Theater,0.100,0.0000,30.57,10
2025-10-14,Earbuds,0.667,0.0000,31.98,26
2025-09-26,Aviation Headsets,0.000,0.0000,34.90,2
2024-02-24,Home Theater,0.000,0.0000,31.71,13
2024-08-30,Home Theater,0.000,0.0000,31.74,11
2024-12-24,Portable PA,0.000,0.0000,26.50,2
2024-04-07,Aviation Headsets,0.250,0.0000,34.90,5
2024-06-12,Aviation Headsets,0.000,0.0000,31.00,1
2025-11-09,Headphones,0.530,0.0067,32.33,153
2024-02-24,Earbuds,0.400,0.0000,31.49,18
2024-10-25,Portable PA,0.000,0.0000,36.96,5
2025-11-23,Home Theater,0.100,0.0000,31.63,10
2024-08-07,Aviation Headsets,0.000,0.0000,46.60,1
2024-11-20,Home Theater,0.286,0.0000,28.68,16
2024-12-06,Home Theater,0.125,0.0000,29.84,9
2025-10-27,Home Theater,0.000,0.0000,27.33,7
2024-01-01,Headphones,0.476,0.0158,30.87,193
2025-02-24,Portable PA,0.200,0.0000,33.77,6
2025-02-24,Headphones,0.456,0.0000,31.92,147
2025-01-02,Aviation Headsets,0.000,0.0000,35.00,2
2025-12-09,Earbuds,0.500,0.0000,31.43,14
2024-01-29,Earbuds,0.267,0.0000,30.29,17
2025-12-07,Headphones,0.392,0.0128,31.73,160
2024-11-05,Headphones,0.520,0.0106,32.29,193
2024-05-20,Aviation Headsets,0.000,1.0000,35.60,2
2024-06-22,Headphones,0.497,0.0253,32.05,159
2025-10-12,Speakers,0.143,0.0000,30.00,7
2024-03-31,Headphones,0.471,0.0400,31.55,153
2024-06-30,Earbuds,0.421,0.0435,32.86,23
2024-01-05,Earbuds,0.313,0.0000,36.54,17
2025-03-02,Portable PA,0.000,0.0000,33.15,4
2024-04-21,Portable PA,0.250,0.0000,34.60,4
2024-10-02,Headphones,0.417,0.0189,31.23,160
2025-05-26,Headphones,0.437,0.0000,31.93,130
2024-09-09,Portable PA,0.000,0.0000,31.64,5
2024-05-16,Portable PA,0.143,0.0000,34.11,7
2025-01-11,Aviation Headsets,0.000,0.0000,29.37,3
2025-04-18,Earbuds,0.231,0.0000,32.18,13
2025-12-10,Earbuds,0.565,0.0000,32.86,25
2025-09-14,Headphones,0.459,0.0000,31.70,177
2025-04-05,Earbuds,0.269,0.0000,30.45,27
2025-11-13,Headphones,0.471,0.0175,31.72,173
2024-03-15,Headphones,0.500,0.0190,33.13,160
2025-04-20,Aviation Headsets,0.000,0.0000,25.60,1
2024-12-29,Headphones,0.435,0.0000,31.96,166
2025-12-15,Headphones,0.298,0.0132,31.87,151
2025-03-19,Earbuds,0.429,0.0000,31.79,14
2025-06-12,Home Theater,0.067,0.0000,34.32,17
2025-01-25,Speakers,0.800,0.1667,35.68,6
2025-09-02,Home Theater,0.125,0.0000,29.53,8
2025-07-08,Earbuds,0.357,0.0000,29.71,16
2024-06-25,Earbuds,0.500,0.0000,35.12,21
2024-02-07,Headphones,0.462,0.0000,32.24,177
2025-03-12,Earbuds,0.500,0.0000,31.29,21
2025-09-24,Aviation Headsets,0.000,0.0000,40.50,1
2025-03-11,Home Theater,0.400,0.0000,28.54,5
2024-02-22,Earbuds,0.400,0.0000,30.34,17
2025-10-21,Headphones,0.454,0.0123,32.89,164
2024-11-04,Headphones,0.390,0.0168,31.83,179
2024-05-19,Earbuds,0.842,0.0526,32.34,19
2025-03-06,Home Theater,0.000,0.0000,32.77,10
2024-10-26,Earbuds,0.467,0.1250,31.26,16
2025-08-24,Headphones,0.350,0.0000,31.87,152
2024-11-14,Speakers,0.333,0.0000,36.80,3
2025-08-30,Aviation Headsets,,0.0000,43.00,1
2025-10-01,Portable PA,0.000,0.0000,32.43,3
2024-12-17,Earbuds,0.450,0.0000,31.74,21
2025-01-16,Aviation Headsets,0.000,0.0000,27.75,2
2025-02-03,Home Theater,0.000,0.0000,31.78,12
2025-06-30,Home Theater,0.000,0.0000,30.79,7
2024-12-17,Aviation Headsets,1.000,0.0000,26.45,2
2024-11-22,Headphones,0.423,0.0000,31.68,154
2024-01-10,Home Theater,0.111,0.0000,28.26,9
2024-08-28,Speakers,0.667,0.0000,30.63,4
2024-04-20,Speakers,0.667,0.0000,28.00,3
2024-03-01,Headphones,0.503,0.0173,31.68,176
2025-04-26,Aviation Headsets,0.000,0.0000,29.07,3
2025-05-20,Headphones,0.393,0.0230,31.67,178
2024-11-21,Home Theater,0.222,0.1111,33.31,9
2025-09-25,Portable PA,0.167,0.0000,35.92,6
2024-03-30,Speakers,0.600,0.0000,35.58,6
2025-05-04,Earbuds,0.250,0.0000,28.91,18
2025-05-12,Portable PA,0.400,0.1667,34.50,6
2025-10-13,Portable PA,0.286,0.2857,34.41,7
2024-12-13,Aviation Headsets,0.000,0.0000,34.27,3
2025-04-29,Portable PA,0.286,0.0000,33.74,7
2024-10-17,Home Theater,0.500,0.0000,34.11,11
2025-07-23,Aviation Headsets,0.000,0.0000,30.53,4
2024-12-24,Earbuds,0.450,0.0000,31.35,22
2025-05-25,Speakers,1.000,0.0000,30.20,3
2024-05-17,Earbuds,0.722,0.0000,28.17,19
2025-07-18,Aviation Headsets,0.000,0.0000,35.20,4
2024-05-05,Portable PA,0.250,0.0000,30.23,10
2024-11-20,Portable PA,0.000,0.0000,25.25,2
2024-07-13,Home Theater,0.000,0.0000,33.30,7
2025-06-26,Aviation Headsets,0.250,0.0000,35.78,4
2025-09-27,Speakers,0.333,0.3333,38.13,3
2025-09-23,Headphones,0.486,0.0192,32.41,158
2025-09-16,Headphones,0.448,0.0062,31.57,164
2024-04-06,Aviation Headsets,0.200,0.0000,37.94,5
2025-05-05,Earbuds,0.105,0.0000,31.01,20
2024-03-14,Earbuds,0.381,0.0000,30.58,24
2024-03-17,Headphones,0.411,0.0245,32.16,164
2025-08-21,Headphones,0.466,0.0270,32.06,149
2025-08-16,Home Theater,0.000,0.0000,29.17,11
2024-11-20,Earbuds,0.368,0.0000,29.74,21
2024-09-23,Earbuds,0.214,0.0000,35.88,15
2025-04-21,Portable PA,0.167,0.0000,30.93,6
2024-03-05,Headphones,0.387,0.0132,32.00,154
2025-03-18,Portable PA,0.000,0.0000,36.48,8
2024-11-15,Headphones,0.529,0.0179,32.17,169
2024-04-29,Aviation Headsets,0.000,0.0000,27.95,4
2025-06-11,Home Theater,0.000,0.0000,29.41,11
2025-02-17,Home Theater,0.091,0.0000,29.42,16
2024-09-08,Portable PA,0.167,0.2000,27.68,6
2024-07-14,Earbuds,0.333,0.0000,32.51,18
2025-08-18,Earbuds,0.444,0.1111,34.68,18
2025-11-18,Speakers,0.286,0.0000,32.90,7
2025-09-02,Portable PA,0.000,0.0000,30.54,7
2024-05-29,Headphones,0.427,0.0248,32.75,165
2025-10-25,Speakers,1.000,0.0000,33.43,3
2025-07-05,Home Theater,0.143,0.0000,27.85,8
2025-01-20,Home Theater,0.182,0.0000,30.31,11
2024-02-09,Headphones,0.518,0.0065,32.33,156
2024-03-01,Earbuds,0.538,0.0769,32.05,13
2024-06-02,Aviation Headsets,0.400,0.0000,36.92,5
2024-04-06,Speakers,0.222,0.0000,32.43,9
2025-12-26,Speakers,0.667,0.0000,32.27,7
2025-01-11,Earbuds,0.538,0.0000,33.26,28
2024-10-17,Headphones,0.496,0.0255,31.43,158
2025-11-10,Earbuds,0.500,0.0667,30.88,15
2024-02-14,Aviation Headsets,0.200,0.0000,30.72,5
2024-02-29,Headphones,0.377,0.0196,31.63,155
2024-04-09,Speakers,1.000,0.0000,34.25,2
2025-07-15,Aviation Headsets,0.000,0.0000,31.33,3
2024-02-01,Aviation Headsets,0.000,0.0000,28.50,1
2024-05-08,Aviation Headsets,0.400,0.0000,30.87,6
2025-02-10,Home Theater,0.200,0.0000,30.61,8
2025-12-02,Portable PA,0.143,0.0000,27.34,14
2024-07-08,Home Theater,0.000,0.0000,31.28,6
2024-03-04,Portable PA,0.250,0.2000,36.48,5
2024-03-26,Headphones,0.377,0.0174,32.99,174
2025-09-04,Portable PA,0.000,0.2000,34.42,5
2025-08-14,Speakers,0.125,0.0000,29.28,8
2025-01-01,Earbuds,0.333,0.0000,31.41,20
2025-05-21,Aviation Headsets,0.000,0.0000,29.93,3
2025-04-16,Headphones,0.433,0.0138,32.20,146
2025-09-21,Portable PA,0.000,0.0000,33.00,4
2025-03-17,Earbuds,0.385,0.0000,29.42,15
2025-01-16,Speakers,0.500,0.0000,34.67,3
2025-05-21,Earbuds,0.267,0.0000,33.29,15
2025-01-15,Headphones,0.431,0.0280,32.42,143
2025-10-12,Earbuds,0.909,0.0000,30.12,25
2025-07-31,Home Theater,0.000,0.0000,31.13,6
2025-04-26,Headphones,0.423,0.0420,32.83,144
2025-05-22,Aviation Headsets,0.000,0.0000,33.60,3
2024-12-25,Home Theater,0.000,0.0000,36.61,13
2024-11-11,Headphones,0.486,0.0197,32.09,156
2025-05-24,Earbuds,0.625,0.0000,31.34,27
2024-09-06,Home Theater,0.222,0.0000,33.17,10
2024-01-07,Headphones,0.520,0.0072,32.17,139
2025-10-06,Home Theater,0.000,0.0000,32.17,11
2024-05-22,Headphones,0.443,0.0123,31.88,162
2024-02-28,Aviation Headsets,0.000,0.0000,39.40,2
2025-11-14,Earbuds,0.471,0.0000,33.69,17
2024-03-09,Aviation Headsets,0.000,0.0000,33.65,2
2025-10-28,Home Theater,0.000,0.0000,36.24,10
2025-03-12,Speakers,0.000,0.0000,29.67,3
2024-08-24,Aviation Headsets,0.333,0.0000,36.33,3
2024-10-29,Earbuds,0.636,0.0000,30.76,25
2025-09-13,Aviation Headsets,0.000,0.0000,28.63,4
2024-02-21,Headphones,0.523,0.0186,32.19,162
2024-01-04,Aviation Headsets,0.000,0.0000,35.40,2
2024-11-26,Portable PA,0.000,0.0000,26.13,3
2025-11-29,Earbuds,0.300,0.0000,32.73,22
2025-11-27,Headphones,0.468,0.0000,32.29,157
2025-10-10,Portable PA,0.333,0.0000,37.44,5
2025-09-21,Home Theater,0.273,0.0000,28.87,13
2025-04-02,Aviation Headsets,0.000,0.0000,29.40,2
2025-06-09,Headphones,0.401,0.0195,31.70,157
2025-12-05,Earbuds,0.308,0.0588,31.72,17
2024-06-15,Home Theater,0.000,0.0000,31.17,6
2024-07-07,Aviation Headsets,0.000,0.0000,34.33,6
2025-10-31,Portable PA,0.375,0.0000,30.88,8
2024-10-16,Earbuds,0.222,0.0000,33.85,20
2025-08-28,Headphones,0.411,0.0125,32.12,161
2025-12-03,Headphones,0.377,0.0292,32.64,139
2025-08-08,Aviation Headsets,0.000,0.0000,36.75,2
2025-10-08,Portable PA,0.000,0.0000,25.03,3
2025-11-26,Portable PA,0.000,0.0000,36.70,2
2025-10-26,Home Theater,0.500,0.0000,37.40,4
2025-12-22,Home Theater,0.083,0.0000,34.40,13
2024-01-01,Home Theater,0.000,0.1667,30.63,6
2025-07-12,Aviation Headsets,0.000,0.0000,31.63,3
2025-09-26,Portable PA,0.000,0.0000,37.03,3
2025-01-09,Home Theater,0.333,0.0000,31.99,8
2024-12-15,Aviation Headsets,0.000,0.0000,27.30,2
2024-02-01,Speakers,0.250,0.0000,34.73,4
2025-04-07,Headphones,0.531,0.0125,32.40,163
2025-01-03,Headphones,0.421,0.0200,31.33,153
2025-09-11,Headphones,0.507,0.0128,31.98,157
2024-06-05,Portable PA,0.143,0.0000,38.60,7
2024-07-06,Portable PA,0.000,0.0000,33.28,4
2024-04-01,Aviation Headsets,0.000,0.0000,31.43,4
2024-03-31,Portable PA,0.286,0.0000,29.39,7
2025-01-09,Earbuds,0.600,0.0000,32.49,16
2025-06-15,Earbuds,0.524,0.0000,32.06,23
2025-03-12,Headphones,0.456,0.0128,31.74,160
2025-07-16,Headphones,0.492,0.0068,32.84,149
2025-08-08,Earbuds,0.379,0.0625,35.01,33
2025-05-06,Speakers,0.333,0.0000,33.02,6
2025-09-05,Portable PA,0.000,0.0000,34.82,10
2024-06-07,Portable PA,0.000,0.0000,29.00,8
2024-10-21,Home Theater,0.000,0.0000,33.70,6
2025-09-19,Aviation Headsets,0.000,0.0000,32.40,3
2025-06-16,Aviation Headsets,0.000,0.0000,33.27,3
2025-06-30,Speakers,0.625,0.0000,32.31,8
2024-04-22,Earbuds,0.412,0.0000,31.49,20
2024-11-27,Portable PA,0.000,0.0000,36.87,3
2024-04-23,Home Theater,0.250,0.0000,35.95,8
2024-11-03,Portable PA,0.000,0.0000,37.70,3
2025-10-30,Earbuds,0.476,0.0000,32.03,23
2024-02-25,Earbuds,0.462,0.0000,32.02,14
2024-02-06,Aviation Headsets,0.000,0.0000,50.40,1
2025-06-19,Earbuds,0.364,0.0000,31.78,14
2025-02-26,Speakers,0.250,0.0000,24.80,4
2025-06-07,Headphones,0.478,0.0227,31.92,177
2024-07-22,Portable PA,0.250,0.0000,35.18,6
2025-12-27,Earbuds,0.500,0.0000,32.73,26
2025-02-16,Aviation Headsets,0.000,0.0000,25.15,2
2024-07-19,Speakers,0.000,0.0000,26.35,6
2025-11-21,Speakers,0.200,0.2000,33.54,5
2025-04-06,Earbuds,0.563,0.0000,31.44,17
2024-08-17,Headphones,0.500,0.0132,32.02,158
2025-11-08,Speakers,0.000,0.0000,39.80,3
2025-04-03,Home Theater,0.500,0.0000,31.94,7
2024-09-30,Headphones,0.507,0.0182,31.49,168
2025-03-23,Aviation Headsets,0.000,0.0000,39.15,2
2024-02-17,Headphones,0.434,0.0073,32.65,141
2024-12-27,Portable PA,0.000,0.0000,25.56,5
2025-11-05,Headphones,0.381,0.0068,32.68,148
2025-10-31,Earbuds,0.375,0.0000,32.26,17
2025-04-25,Speakers,0.600,0.0000,34.52,5
2025-08-10,Speakers,0.000,0.0000,25.63,3
2024-10-06,Aviation Headsets,0.000,0.0000,31.16,5
2024-03-22,Headphones,0.436,0.0116,32.20,174
2024-02-27,Home Theater,0.000,0.0000,32.14,5
2025-09-14,Speakers,0.667,0.0000,33.43,4
2025-09-20,Aviation Headsets,0.000,0.0000,27.92,5
2025-02-21,Portable PA,0.000,0.0000,30.70,5
2024-04-17,Earbuds,0.438,0.0000,30.73,18
2024-08-21,Portable PA,0.333,0.0000,30.43,7
2024-04-27,Portable PA,0.600,0.2000,32.98,5
2025-04-30,Headphones,0.379,0.0000,32.55,198
2024-09-15,Portable PA,0.000,0.0000,26.80,3
2025-04-20,Headphones,0.392,0.0256,32.77,159
2025-04-23,Portable PA,0.000,0.0000,25.86,5
2025-05-17,Earbuds,0.455,0.0000,34.40,11
2025-12-15,Speakers,0.250,0.0000,29.84,5
2024-10-10,Headphones,0.471,0.0325,32.42,155
2024-05-12,Speakers,0.857,0.0000,31.51,7
2024-04-04,Aviation Headsets,0.000,0.0000,31.10,3
2024-04-21,Aviation Headsets,0.000,0.0000,39.40,3
2025-08-09,Speakers,0.000,0.0000,39.28,6
2025-05-19,Headphones,0.378,0.0000,32.29,154
2025-06-14,Headphones,0.400,0.0200,32.00,151
2025-04-12,Home Theater,0.111,0.1000,32.25,10
2025-04-10,Portable PA,0.100,0.0000,33.75,11
2024-11-10,Headphones,0.490,0.0124,32.19,165
2024-06-08,Speakers,0.333,0.0000,31.63,3
2024-01-19,Aviation Headsets,0.000,0.0000,32.45,4
2025-04-19,Portable PA,0.000,0.0000,33.94,5
2024-11-19,Earbuds,0.593,0.0000,33.85,30
2024-09-01,Headphones,0.434,0.0196,32.16,158
2024-12-02,Headphones,0.490,0.0060,31.47,169
2025-01-23,Aviation Headsets,0.000,0.0000,36.20,4
2024-08-04,Portable PA,0.300,0.0000,31.87,10
2024-07-25,Portable PA,0.300,0.0000,32.11,11
2024-07-04,Speakers,0.714,0.0000,30.49,8
2025-09-18,Portable PA,0.000,0.0000,31.16,5
2024-01-19,Portable PA,0.000,0.0000,29.28,4
2025-10-08,Speakers,0.000,0.0000,29.70,7
2024-03-31,Earbuds,0.500,0.0000,35.13,22
2024-06-06,Aviation Headsets,0.000,0.0000,38.40,1
2024-05-15,Aviation Headsets,0.250,0.0000,27.83,4
2025-05-18,Headphones,0.469,0.0266,33.23,191
2025-12-21,Earbuds,0.364,0.0000,33.57,23
2025-01-26,Aviation Headsets,0.000,0.0000,34.85,4
2025-03-15,Aviation Headsets,0.000,0.0000,33.10,2
2024-06-08,Home Theater,0.250,0.0000,32.44,8
2025-12-17,Earbuds,0.318,0.0000,31.46,25
2024-08-13,Home Theater,0.333,0.0000,31.51,9
2025-02-23,Earbuds,0.444,0.0000,31.52,20
2025-06-02,Home Theater,0.111,0.0000,34.82,9
2024-07-25,Speakers,1.000,0.0000,35.80,3
2024-06-14,Earbuds,0.529,0.0000,33.09,18
2024-02-07,Home Theater,0.222,0.0000,34.08,10
2025-11-11,Headphones,0.531,0.0125,32.26,162
2025-08-27,Home Theater,0.200,0.0000,32.05,13
2025-05-26,Aviation Headsets,0.000,0.0000,28.13,3
2025-08-10,Home Theater,0.000,0.0000,35.50,7
2025-04-02,Portable PA,0.000,0.0000,30.15,2
2025-10-19,Earbuds,0.412,0.0476,31.53,21
2025-08-17,Headphones,0.353,0.0307,32.53,169
2024-11-07,Speakers,0.875,0.0000,32.76,9
2024-12-05,Headphones,0.461,0.0121,32.03,170
2024-03-03,Portable PA,0.000,0.0000,33.45,4
2024-07-15,Portable PA,0.000,0.0000,31.23,3
2024-02-09,Earbuds,0.429,0.0000,32.68,25
2024-03-29,Aviation Headsets,0.000,0.0000,38.05,2
2025-09-18,Aviation Headsets,0.000,0.0000,26.27,3
2025-09-02,Aviation Headsets,0.000,0.0000,30.30,4
2025-02-07,Aviation Headsets,0.000,0.0000,35.60,2
2025-07-05,Headphones,0.352,0.0000,31.86,158
2024-11-18,Speakers,0.143,0.0000,35.45,8
2025-07-19,Home Theater,0.000,0.0000,34.01,8
2025-09-17,Home Theater,0.300,0.0000,31.99,11
2025-07-22,Headphones,0.528,0.0184,32.53,167
2024-05-20,Earbuds,0.333,0.0500,31.33,20
2024-09-25,Earbuds,0.286,0.0000,34.78,16
2024-03-04,Home Theater,0.000,0.0000,30.59,11
2024-11-25,Aviation Headsets,0.000,0.0000,32.46,5
2024-08-22,Aviation Headsets,0.500,0.0000,30.45,2
2025-10-22,Portable PA,0.000,0.0000,33.45,2
2025-07-29,Speakers,1.000,0.0000,35.92,5
2024-01-11,Aviation Headsets,0.000,0.0000,37.05,4
2024-07-01,Portable PA,0.100,0.0000,28.61,10
2024-09-02,Aviation Headsets,0.000,0.0000,39.70,1
2025-09-25,Earbuds,0.462,0.0000,29.33,15
2025-01-03,Earbuds,0.227,0.0435,33.32,23
2024-06-18,Earbuds,0.667,0.0000,31.72,15
2025-09-03,Aviation Headsets,,0.0000,48.00,1
2025-07-27,Earbuds,0.286,0.1176,30.76,17
2025-09-16,Aviation Headsets,0.000,0.0000,32.40,4
2024-05-25,Aviation Headsets,0.000,0.0000,31.25,2
2024-12-25,Portable PA,0.000,0.0000,35.20,4
2024-12-01,Headphones,0.430,0.0139,31.95,146
2025-10-09,Speakers,0.667,0.0000,26.77,3
2024-08-14,Portable PA,0.000,0.2500,35.08,4
2024-05-25,Headphones,0.467,0.0336,32.07,152
2024-02-06,Earbuds,0.294,0.0000,34.75,20
2024-09-26,Aviation Headsets,0.000,0.0000,29.90,2
2025-05-17,Portable PA,0.200,0.0000,33.65,11
2025-10-30,Home Theater,0.100,0.0909,33.49,11
2025-06-21,Portable PA,0.111,0.0000,30.79,10
2025-10-19,Aviation Headsets,0.000,0.0000,33.50,2
2024-10-29,Aviation Headsets,0.200,0.2000,29.74,5
2024-10-19,Headphones,0.403,0.0060,32.63,170
2025-05-30,Headphones,0.479,0.0256,31.38,157
2024-06-09,Portable PA,0.200,0.0000,28.13,6
2024-12-18,Portable PA,0.000,0.1667,27.97,6
2025-06-11,Portable PA,0.250,0.0000,24.38,4
2025-06-21,Aviation Headsets,0.333,0.0000,37.35,4
2024-09-16,Home Theater,0.000,0.0000,36.16,7
2024-02-28,Headphones,0.370,0.0064,32.32,161
2025-04-13,Portable PA,0.000,0.0000,25.23,3
2024-02-19,Aviation Headsets,0.000,0.0000,29.40,2
2024-05-11,Headphones,0.475,0.0064,31.47,160
2025-11-22,Portable PA,0.500,0.0000,32.50,5
2025-11-02,Aviation Headsets,0.000,0.0000,28.43,3
2024-04-18,Home Theater,0.143,0.0000,33.34,7
2025-08-17,Home Theater,0.125,0.0000,34.55,8
2024-11-07,Home Theater,0.143,0.0000,36.44,9
2025-05-26,Earbuds,0.375,0.0400,34.05,26
2025-10-22,Earbuds,0.286,0.0000,30.64,16
2024-08-20,Home Theater,0.500,0.0000,33.28,8
2024-11-29,Earbuds,0.333,0.0000,33.46,21
2025-05-21,Portable PA,0.167,0.0000,31.87,7
2025-03-31,Speakers,0.000,0.0000,38.40,2
2024-12-06,Headphones,0.371,0.0133,31.36,153
2024-03-10,Headphones,0.408,0.0125,31.74,161
2025-06-17,Home Theater,0.400,0.0000,32.89,10
2025-06-02,Portable PA,0.000,0.0000,30.90,6
2025-01-28,Speakers,0.000,0.0000,52.20,1
2025-06-18,Home Theater,0.100,0.0000,31.94,14
2025-04-26,Home Theater,0.125,0.0000,32.10,8
2024-09-19,Headphones,0.342,0.0065,33.24,158
2024-09-17,Speakers,1.000,0.0000,36.80,1
2025-07-17,Aviation Headsets,0.000,0.0000,32.33,4
2024-08-08,Aviation Headsets,1.000,0.0000,30.57,3
2025-05-24,Portable PA,0.250,0.0000,33.20,4
2025-04-05,Portable PA,0.111,0.0000,35.29,9
2025-04-15,Speakers,0.200,0.0000,32.70,5
2025-02-09,Speakers,0.167,0.0000,29.35,6
2024-03-03,Home Theater,0.077,0.0000,35.46,13
2025-05-20,Earbuds,0.333,0.0000,35.18,33
