"mfg_id","date","factory_id","product_id","units_produced","scrap_units","downtime_hours","shift"
MFG-870693261,"2025-06-25",WH-005,PRD-10221,931.0,3,"1.43",
MFG-303640861,"2024-11-24",WH-005,PRD-82845,1159.0,52,"1.81",A
MFG-819167595,"2024-10-16",WH-006,PRD-95180,907.0,33,"0.01",C
MFG-817047905,"2025-04-17",WH-005,PRD-40784,1064.0,50,"0.07 hrs",A
MFG-287924793,"2024-07-01",WH-013,PRD-93130,1073.0,3,"3.19",C
MFG-653946604,"2024-06-16",WH-006,PRD-66155,760.0,17,"1.35",A
MFG-298809908,"2025-03-23",WH-006,PRD-81066,793.0,39,"1.72",C
MFG-153590136,"2024-06-25",WH-013,PRD-17100,575.0,32,"0.77",A
MFG-334353283,"2024-02-02",WH-014,PRD-39154,875.0,23,"2.56",B
MFG-614852744,"2025-09-06",WH-014,PRD-98555,762.0,21,"0.44",A
MFG-916746194,"2024-01-15",WH-005,PRD-64040,663.0,13,"1.42",A
MFG-163203182,"2025-12-09",WH-014,PRD-10425,815.0,33,"0.63",A
MFG-489457511,"2024-02-09",WH-013,PRD-10074,,12,"0.46",B
MFG-497655685,"2025-04-02",WH-014,PRD-76469,1034.0,4,"1.07",C
MFG-645060735,"2025-02-22",WH-013,PRD-79822,1082.0,27,"1.8",C
MFG-836821217,"2024-09-07",WH-006,PRD-25129,915.0,47,"0.16",B
MFG-496172424,"2024-10-26",WH-002,PRD-25906,529.0,23,"1.86 hrs",B
MFG-608211240,"2025-12-07",WH-002,PRD-21114,718.0,33,"1.13",C
MFG-797272527,"2025-01-06",WH-013,PRD-68082,707.0,2,"0.68 hrs",A
MFG-707995420,"2024-11-21",WH-005,PRD-68082,756.0,43,"1.59 hrs",A
MFG-608262952,"2024-08-21",WH-014,PRD-23104,887.0,26,"1.01",A
MFG-640619776,"2025-03-08",WH-005,PRD-65518,717.0,13,"1.12 hrs",A
MFG-375283499,"2025-07-25",WH-002,PRD-47606,840.0,30,"0.58",C
MFG-729626070,"2025-02-16",WH-014,PRD-76469,1114.0,40,"1.46",C
MFG-943202971,"2025-09-21",WH-002,PRD-81511,1175.0,35,"0.69",C
MFG-975010081,"2024-12-29",WH-014,PRD-81511,1573.0,28,"0.69",A
MFG-789781400,"2024-08-01",WH-006,PRD-91351,572.0,25,"0.23",C
MFG-737475961,"2024-01-29",WH-002,PRD-25129,1078.0,40,"0.12 hrs",C
MFG-950587491,"2024-06-11",WH-002,PRD-40784,1013.0,17,"1.08 hrs",C
MFG-998761030,"2025-03-21",WH-014,PRD-81066,944.0,4,"0.53",B
MFG-656871284,"2024-04-03",WH-014,PRD-41385,1107.0,36,"0.62",C
MFG-414348237,"2024-04-19",WH-006,PRD-79822,697.0,22,"0.75",B
MFG-301556834,"2024-12-29",WH-005,PRD-35112,1037.0,12,"5.35",C
MFG-921815479,"2024-05-24",WH-013,PRD-81511,915.0,33,"0.93",B
MFG-381086281,"2025-10-05",WH-013,PRD-81511,716.0,4,"0.67",C
MFG-442827362,"2025-02-11",WH-005,PRD-79822,1357.0,28,"0.0 hrs",B
MFG-273450189,"2025-01-10",WH-005,PRD-96511,1462.0,52,"1.01",B
MFG-245498383,"2025-12-23",WH-002,PRD-91351,753.0,31,"1.82",B
MFG-323642875,"2024-10-30",WH-005,PRD-94080,1179.0,37,"0.22",C
MFG-772794324,"2025-05-13",WH-005,PRD-59672,1021.0,57,"0.89",C
MFG-281764710,"2025-09-11",WH-013,PRD-30635,1102.0,43,"0.58",A
MFG-496754645,"2024-12-20",WH-005,PRD-65724,740.0,25,"0.91",B
MFG-887765954,"2024-07-31",WH-002,PRD-39154,689.0,19,"1.25",A
MFG-157515877,"2025-02-20",WH-002,PRD-81066,529.0,3,"2.48",A
MFG-819309845,"2025-02-28",WH-002,PRD-42527,1127.0,45,"0.49",B
MFG-228511164,"2024-02-11",WH-005,PRD-25129,866.0,45,"0.77",B
MFG-257344995,"2025-07-16",WH-002,PRD-23104,1224.0,55,"0.39",
MFG-744173475,"2024-03-29",WH-013,PRD-42527,910.0,32,"0.68",C
MFG-521682989,"2025-02-02",WH-002,PRD-24371,777.0,42,"0.95",A
MFG-517577187,"2025-07-23",WH-013,PRD-90120,930.0,15,"0.58",C
MFG-259206609,"2025-09-10",WH-013,PRD-17100,692.0,25,"1.08",B
MFG-954171559,"2025-04-18",WH-014,PRD-10425,908.0,13,"0.28",A
MFG-890219784,"2025-03-08",WH-002,PRD-10074,1212.0,11,"0.09",C
MFG-582141648,"2025-12-08",WH-014,PRD-97153,780.0,25,"0.51",A
MFG-232378651,"2025-09-20",WH-005,PRD-10074,878.0,38,"0.68",B
MFG-764623966,"2025-01-15",WH-002,PRD-91351,828.0,28,"1.64",A
MFG-442594254,"2024-06-04",WH-006,PRD-64040,733.0,14,"0.1",
MFG-153642966,"2025-08-16",WH-013,PRD-90120,1184.0,44,"1.23",B
MFG-835136910,"2025-03-02",WH-005,PRD-97153,613.0,21,"2.04",C
MFG-177137409,"2024-06-16",WH-006,PRD-35112,1021.0,36,"0.24",A
MFG-184358316,"2025-03-27",WH-005,PRD-17100,989.0,19,"5.18 hrs",A
MFG-105294687,"2025-09-11",WH-002,PRD-17100,518.0,10,"0.23",C
MFG-120339897,"2025-08-04",WH-014,PRD-76469,920.0,53,"0.67 hrs",A
MFG-478997807,"2025-12-08",WH-005,PRD-74799,194.0,8,"0.17",B
MFG-887274455,"2024-05-24",WH-002,PRD-96511,494.0,4,"0.19",C
MFG-348211694,"2025-08-25",WH-006,PRD-10074,1322.0,65,"0.25",C
MFG-460186472,"2024-08-07",WH-014,PRD-68082,520.0,21,"0.59",B
MFG-892589659,"2025-12-01",WH-013,PRD-94080,1067.0,28,"1.93",B
MFG-226829095,"2025-11-13",WH-005,PRD-10425,609.0,26,"0.2",A
MFG-770398005,"2025-04-09",WH-013,PRD-15229,933.0,29,"0.75",A
MFG-612044805,"2025-07-25",WH-014,PRD-79329,830.0,42,"1.24",C
MFG-155183212,"2025-12-12",WH-014,PRD-44237,1101.0,44,"0.77",B
MFG-134484469,"2024-11-17",WH-002,PRD-62923,863.0,48,"1.41",B
MFG-800591546,"2025-12-26",WH-014,PRD-30635,716.0,22,"0.01",
MFG-441858404,"2025-06-04",WH-002,PRD-79329,666.0,38,"0.94 hrs",A
MFG-564398650,"2025-09-22",WH-002,PRD-39154,675.0,22,"0.14",B
MFG-297256861,"2025-09-13",WH-013,PRD-93130,686.0,5,"2.17",B
MFG-306706345,"2024-07-15",WH-006,PRD-79329,967.0,30,"0.09",C
MFG-548368627,"2024-06-19",WH-005,PRD-10074,1114.0,31,"0.53",B
MFG-959518941,"2024-01-15",WH-002,PRD-10074,700.0,37,"1.21",C
MFG-852756105,"2025-11-13",WH-005,PRD-91351,1136.0,19,"0.6",A
MFG-928785040,"2025-01-16",WH-002,PRD-40982,645.0,18,"0.72",
MFG-885712833,"2025-07-20",WH-005,PRD-21114,1477.0,86,"0.78",B
MFG-847117176,"2024-05-31",WH-014,PRD-12757,1156.0,46,"1.75",A
MFG-928947625,"2025-06-18",WH-014,PRD-63354,808.0,17,"1.88 hrs",C
MFG-624770674,"2024-08-02",WH-013,PRD-19171,579.0,31,"2.65",B
MFG-679635717,"2025-08-02",WH-002,PRD-84085,850.0,22,"0.04",B
MFG-609373851,"2025-08-10",WH-013,PRD-39154,858.0,34,"0.12",A
MFG-902922252,"2024-09-19",WH-002,PRD-12757,746.0,25,"1.36",B
MFG-104342131,"2024-10-23",WH-006,PRD-40007,1059.0,62,"0.46 hrs",B
MFG-960260385,"2025-08-31",WH-013,PRD-17100,907.0,16,"1.21",A
MFG-538513348,"2025-10-02",WH-014,PRD-40784,1023.0,29,"1.23",A
MFG-855168716,"2024-12-03",WH-002,PRD-10074,716.0,20,"0.14",C
MFG-782510770,"2025-05-06",WH-006,PRD-68008,874.0,40,"1.18 hrs",A
MFG-694255242,"2025-11-13",WH-002,PRD-10425,374.0,9,"0.13",C
MFG-894662173,"2024-05-06",WH-002,PRD-82845,842.0,6,"0.27",A
MFG-660626574,"2024-03-16",WH-005,PRD-94080,632.0,27,"0.1",C
MFG-681527947,"2025-09-21",WH-005,PRD-93130,1257.0,6,"0.83",B
MFG-252213509,"2025-01-29",WH-006,PRD-42018,781.0,4,"0.28",C
MFG-862207131,"2024-11-21",WH-005,PRD-42018,1243.0,61,"0.18",A
MFG-409320764,"2025-01-12",WH-006,PRD-91351,421.0,21,"0.66",C
MFG-225481315,"2025-11-20",WH-014,PRD-59672,1400.0,80,"0.12",A
MFG-282004948,"2024-08-30",WH-013,PRD-17100,1015.0,42,"0.97",B
MFG-776212324,"2025-11-02",WH-006,PRD-38080,926.0,6,"1.59",B
MFG-591251461,"2025-04-07",WH-006,PRD-79822,1257.0,20,"0.3",B
MFG-651214235,"2024-11-14",WH-002,PRD-44237,729.0,17,"6.8 hrs",A
MFG-440046769,"2025-12-16",WH-002,PRD-81511,802.0,47,"1.9",A
MFG-788426012,"2024-10-01",WH-013,PRD-64040,946.0,54,"3.93",C
MFG-523793134,"2024-09-12",WH-006,PRD-89457,724.0,36,"0.3",A
MFG-429301575,"2024-12-18",WH-014,PRD-19171,690.0,31,"0.05",A
MFG-542081784,"2025-01-14",WH-013,PRD-41385,539.0,11,"1.69",B
MFG-852294430,"2024-01-13",WH-002,PRD-35112,886.0,40,"0.67 hrs",A
MFG-701254730,"2025-10-03",WH-013,PRD-96511,996.0,10,"0.78",C
MFG-605291154,"2024-08-29",WH-006,PRD-10074,1423.0,63,"0.71",B
MFG-963353650,"2024-08-15",WH-014,PRD-79822,1032.0,38,"1.89",B
MFG-908129079,"2024-09-17",WH-002,PRD-12757,1099.0,62,"2.71",B
MFG-504188861,"2025-05-06",WH-014,PRD-89457,665.0,17,"1.29",A
MFG-745605707,"2024-09-13",WH-002,PRD-98555,952.0,16,"0.26",B
MFG-491105661,"2024-07-17",WH-013,PRD-40982,597.0,6,"2.92",C
MFG-308289569,"2024-08-26",WH-006,PRD-66155,690.0,30,"0.98",C
MFG-345635675,"2024-02-07",WH-002,PRD-90120,1003.0,59,"0.06",B
MFG-758363350,"2025-03-03",WH-005,PRD-76469,1247.0,15,"1.54",C
MFG-569312387,"2024-08-07",WH-002,PRD-82845,872.0,14,"0.16",A
MFG-735428084,"2025-02-08",WH-005,PRD-10425,742.0,36,"1.4",A
MFG-887948826,"2025-09-10",WH-006,PRD-47606,444.0,6,"1.43 hrs",A
MFG-203327861,"2024-12-02",WH-006,PRD-49117,1124.0,5,"0.06",C
MFG-913206190,"2024-04-06",WH-014,PRD-39154,495.0,18,"0.11",B
MFG-342667118,"2025-07-04",WH-002,PRD-65724,1303.0,66,"1.47",C
MFG-677443300,"2024-02-29",WH-006,PRD-47606,725.0,40,"0.68",C
MFG-393790257,"2024-08-08",WH-014,PRD-61876,,12,"0.98",B
MFG-266770136,"2024-02-24",WH-014,PRD-61876,394.0,22,"0.87",A
MFG-624739079,"2025-09-01",WH-006,PRD-65518,545.0,16,"1.82",B
MFG-626921567,"2024-02-28",WH-002,PRD-63354,469.0,24,"0.19",B
MFG-490966740,"2024-03-11",WH-002,PRD-25129,752.0,25,"0.26",A
MFG-164604574,"2025-12-29",WH-002,PRD-65518,667.0,26,"0.54",
MFG-132668601,"2024-07-30",WH-014,PRD-79822,850.0,27,"0.03",C
MFG-214895703,"2025-08-03",WH-002,PRD-96511,1223.0,34,"0.68",B
MFG-919768703,"2025-12-27",WH-013,PRD-41385,685.0,24,"1.83",C
MFG-275018292,"2024-12-06",WH-005,PRD-66155,490.0,2,"0.01",A
MFG-395938807,"2025-11-26",WH-002,PRD-93130,,43,"2.25",A
MFG-120622698,"2024-08-04",WH-014,PRD-24371,664.0,23,"1.55",A
MFG-594330110,"2025-02-23",WH-013,PRD-10221,939.0,30,"0.65",A
MFG-107014113,"2025-09-13",WH-005,PRD-97153,1012.0,14,"0.08 hrs",C
MFG-231126625,"2024-09-01",WH-005,PRD-59672,1002.0,28,"0.26",B
MFG-415643826,"2024-10-26",WH-005,PRD-93130,,3,"2.88",A
MFG-751217878,"2024-04-05",WH-006,PRD-40982,1170.0,49,"1.31",A
MFG-800857933,"2025-12-05",WH-005,PRD-59672,1579.0,84,"1.92",B
MFG-494573918,"2024-01-08",WH-005,PRD-17100,1057.0,44,"2.9",A
MFG-517885344,"2025-03-16",WH-005,PRD-41385,473.0,11,"1.17",B
MFG-268977822,"2024-02-26",WH-013,PRD-90120,645.0,31,"0.61",C
MFG-530943230,"2024-06-05",WH-002,PRD-59672,893.0,43,"1.36",B
MFG-767684100,"2024-07-05",WH-014,PRD-89457,1116.0,56,"0.35",A
MFG-885034287,"2024-07-19",WH-014,PRD-76469,,28,"6.32",A
MFG-980297496,"2024-05-26",WH-002,PRD-68082,845.0,26,"0.86",B
MFG-533419282,"2024-01-13",WH-002,PRD-76469,744.0,32,"0.0 hrs",B
MFG-526558129,"2025-10-08",WH-014,PRD-67912,915.0,26,"1.32",A
MFG-284502680,"2024-10-31",WH-005,PRD-71348,1080.0,13,"4.89",B
MFG-335076111,"2024-11-27",WH-014,PRD-40982,567.0,22,"1.1",A
MFG-427180357,"2024-07-30",WH-014,PRD-65461,581.0,32,"0.87",B
MFG-986981501,"2025-03-17",WH-005,PRD-67912,947.0,10,"0.0",B
MFG-251901329,"2025-07-15",WH-006,PRD-96511,974.0,17,"0.33",A
MFG-774321321,"2024-01-16",WH-002,PRD-25129,1036.0,22,"0.66",B
MFG-518332160,"2025-04-28",WH-005,PRD-59672,900.0,46,"0.95",C
MFG-679056843,"2024-11-15",WH-006,PRD-15229,626.0,10,"0.28",B
MFG-771773061,"2024-06-30",WH-005,PRD-71348,1070.0,32,"0.64 hrs",B
MFG-302829375,"2024-08-31",WH-006,PRD-40982,464.0,23,"0.8",A
MFG-104730915,"2025-09-08",WH-002,PRD-96511,878.0,47,"5.12",B
MFG-912043834,"2024-07-03",WH-013,PRD-40982,896.0,7,"0.44",A
MFG-391588882,"2024-06-15",WH-005,PRD-62923,356.0,5,"0.92",B
MFG-585863925,"2024-09-04",WH-014,PRD-10221,810.0,18,"0.01",B
MFG-805337712,"2024-03-15",WH-013,PRD-40007,770.0,6,"0.15",B
MFG-442245946,"2024-05-13",WH-002,PRD-10074,531.0,18,"0.69",C
MFG-766308108,"2025-07-14",WH-002,PRD-23104,819.0,34,"0.56",B
MFG-259129259,"2025-09-27",WH-013,PRD-62923,,19,"0.62",B
MFG-502666468,"2024-12-26",WH-014,PRD-49117,445.0,8,"0.04",A
MFG-922623992,"2024-01-06",WH-014,PRD-64040,925.0,9,"0.81 hrs",B
MFG-988354213,"2025-03-31",WH-014,PRD-71348,308.0,2,"1.37",B
MFG-764336534,"2025-02-15",WH-005,PRD-97153,934.0,25,"0.02",B
MFG-385298415,"2024-06-28",WH-005,PRD-96511,981.0,43,"0.15",A
MFG-697317889,"2025-04-08",WH-002,PRD-38080,966.0,40,"0.02",B
MFG-957615069,"2024-10-26",WH-005,PRD-94080,886.0,19,"1.13",A
MFG-286307376,"2024-03-20",WH-005,PRD-10221,296.0,1,"0.33",B
MFG-697970059,"2025-10-09",WH-006,PRD-38080,916.0,31,"0.56",B
MFG-421239597,"2025-11-04",WH-002,PRD-65518,476.0,26,"0.46 hrs",A
MFG-861327168,"2025-06-27",WH-014,PRD-17100,1164.0,22,"0.41",B
MFG-602279731,"2025-02-05",WH-006,PRD-62923,1003.0,30,"0.6",B
MFG-293189455,"2024-01-17",WH-014,PRD-17100,961.0,53,"0.5",C
MFG-701877067,"2024-07-12",WH-006,PRD-39154,,14,"0.41",C
MFG-755376861,"2024-03-24",WH-005,PRD-79329,732.0,23,"1.49",C
MFG-234624515,"2024-04-19",WH-005,PRD-30635,850.0,32,"0.85",A
MFG-552641904,"2024-12-01",WH-002,PRD-25129,544.0,23,"0.17",A
MFG-771490203,"2024-09-03",WH-014,PRD-10074,955.0,13,"2.23",A
MFG-234376611,"2025-11-24",WH-013,PRD-42018,887.0,19,"0.67",B
MFG-886680430,"2024-02-07",WH-002,PRD-49117,610.0,7,"0.98",A
MFG-582989868,"2025-09-21",WH-002,PRD-90120,744.0,38,"1.67",B
MFG-646032158,"2024-09-29",WH-005,PRD-35112,1268.0,63,"0.86",A
MFG-946797034,"2024-10-27",WH-006,PRD-30635,739.0,34,"0.03",A
MFG-750735289,"2025-04-12",WH-006,PRD-24371,947.0,20,"1.02 hrs",B
MFG-441756885,"2024-01-14",WH-005,PRD-24371,,24,"0.06",B
MFG-795247373,"2024-04-25",WH-014,PRD-65724,713.0,15,"0.14",A
MFG-430576362,"2025-07-08",WH-005,PRD-65518,649.0,32,"0.69",A
MFG-423466448,"2024-09-29",WH-002,PRD-91351,1205.0,62,"0.41 hrs",C
MFG-289680307,"2024-04-06",WH-006,PRD-47606,869.0,32,"0.04 hrs",B
MFG-253689929,"2025-08-05",WH-005,PRD-15229,822.0,17,"2.65",B
MFG-502057174,"2024-06-12",WH-002,PRD-38080,514.0,12,"0.54",B
MFG-906679175,"2024-09-07",WH-006,PRD-15229,1039.0,16,"0.41",A
MFG-497639677,"2024-12-23",WH-014,PRD-68082,568.0,13,"1.31",A
MFG-523572893,"2025-12-16",WH-002,PRD-39154,850.0,14,"1.16",C
MFG-152712817,"2024-03-26",WH-013,PRD-65518,1376.0,73,"0.27",A
MFG-946752559,"2024-01-14",WH-005,PRD-76469,1032.0,46,"0.82",A
MFG-665202850,"2024-04-22",WH-013,PRD-91351,1238.0,55,"1.59",A
MFG-167924762,"2025-12-23",WH-006,PRD-98555,1212.0,53,"1.73",B
MFG-980050553,"2024-01-19",WH-013,PRD-25129,767.0,12,"0.2",B
MFG-613808669,"2025-08-10",WH-006,PRD-82845,661.0,27,"0.35",A
MFG-358078981,"2024-02-16",WH-014,PRD-42527,1214.0,8,"0.33",A
MFG-984350627,"2025-08-28",WH-013,PRD-61876,1145.0,38,"0.41",C
MFG-835412366,"2025-12-04",WH-014,PRD-44237,949.0,12,"0.88",A
MFG-494489286,"2025-10-05",WH-014,PRD-35112,545.0,15,"0.03",B
MFG-598967284,"2024-05-27",WH-006,PRD-12757,1145.0,22,"0.19",A
MFG-166379587,"2025-07-05",WH-005,PRD-10221,788.0,4,"0.3 hrs",B
MFG-642911382,"2024-05-02",WH-006,PRD-90120,1287.0,24,"0.9",A
MFG-239417325,"2025-12-24",WH-005,PRD-96511,1034.0,19,"1.16",C
MFG-160419498,"2024-12-07",WH-014,PRD-25129,1360.0,65,"0.76",B
MFG-939479836,"2024-06-06",WH-002,PRD-10074,1092.0,26,"0.28",B
MFG-119855096,"2025-05-09",WH-006,PRD-97153,1223.0,22,"0.34",B
MFG-191333580,"2024-11-18",WH-014,PRD-79329,1322.0,63,"1.47",C
MFG-725869077,"2024-10-29",WH-013,PRD-41385,1122.0,4,"1.84",C
MFG-465288104,"2024-01-19",WH-002,PRD-10425,1144.0,58,"0.14",C
MFG-791054978,"2024-08-19",WH-002,PRD-79822,566.0,3,"1.8 hrs",A
MFG-473501063,"2025-09-20",WH-006,PRD-81511,515.0,8,"0.32",A
MFG-466300652,"2024-11-28",WH-006,PRD-42527,1419.0,67,"0.15",A
MFG-231008720,"2024-08-03",WH-014,PRD-10425,858.0,11,"0.84",B
MFG-342655225,"2024-05-12",WH-014,PRD-81066,1142.0,13,"0.53",C
MFG-118664959,"2024-02-11",WH-014,PRD-66155,687.0,26,"0.5",B
MFG-513824794,"2025-03-18",WH-002,PRD-61876,966.0,52,"2.14",C
MFG-542387746,"2025-08-28",WH-013,PRD-17100,849.0,33,"0.09",C
MFG-562793641,"2024-07-09",WH-005,PRD-47606,987.0,34,"1.23",C
MFG-709563013,"2024-10-23",WH-005,PRD-15229,525.0,7,"0.27",A
MFG-773750284,"2025-08-11",WH-014,PRD-76469,771.0,11,"7.46",A
MFG-560195424,"2024-10-28",WH-006,PRD-68082,778.0,17,"0.6",C
MFG-581483288,"2024-02-07",WH-014,PRD-95180,873.0,12,"0.67",C
MFG-503646343,"2024-04-06",WH-002,PRD-19171,807.0,12,"0.23",A
MFG-950243438,"2025-04-04",WH-014,PRD-10221,804.0,5,"6.96",B
MFG-968779583,"2024-06-07",WH-014,PRD-17100,1104.0,8,"0.66",B
MFG-770108692,"2025-11-06",WH-005,PRD-41385,681.0,7,"0.12",B
MFG-923999151,"2024-03-17",WH-013,PRD-12757,1229.0,13,"0.29",C
MFG-782973307,"2024-05-09",WH-014,PRD-97153,683.0,18,"1.66",B
MFG-111121330,"2024-06-15",WH-014,PRD-47606,1015.0,31,"1.09 hrs",C
MFG-365011195,"2025-02-25",WH-002,PRD-95180,890.0,37,"0.24",A
MFG-487772211,"2025-01-12",WH-006,PRD-40784,789.0,3,"3.34",A
MFG-806614732,"2024-11-28",WH-002,PRD-66155,837.0,39,"1.34",C
MFG-395196379,"2025-11-09",WH-013,PRD-93130,987.0,3,"0.06",C
MFG-998580275,"2024-11-25",WH-005,PRD-41385,779.0,4,"0.28",B
MFG-114731700,"2024-01-30",WH-013,PRD-91351,504.0,11,"2.54",B
MFG-607292195,"2025-03-05",WH-013,PRD-23104,1024.0,46,"0.17",C
MFG-301533834,"2025-08-30",WH-013,PRD-25129,851.0,28,"0.1",B
MFG-131174740,"2024-07-23",WH-014,PRD-99353,904.0,12,"3.07",C
MFG-665094700,"2024-10-21",WH-006,PRD-17100,510.0,2,"0.96",C
MFG-781832965,"2025-12-05",WH-013,PRD-97153,805.0,9,"0.22",A
MFG-766290088,"2024-02-02",WH-005,PRD-81511,1443.0,77,"0.97",C
MFG-315446244,"2024-12-18",WH-002,PRD-93130,1180.0,19,"1.2",B
MFG-887314609,"2025-07-02",WH-013,PRD-79822,763.0,13,"0.06",A
MFG-955861225,"2025-11-06",WH-005,PRD-90120,1264.0,16,"1.12",B
MFG-100526391,"2025-11-15",WH-005,PRD-38080,978.0,48,"0.33",C
MFG-246574975,"2024-02-11",WH-002,PRD-62923,661.0,36,"0.58",C
MFG-412295077,"2024-07-03",WH-013,PRD-61876,1123.0,40,"1.57",A
MFG-851842318,"2024-09-03",WH-014,PRD-44237,588.0,2,"1.13",C
MFG-548457458,"2025-12-29",WH-005,PRD-23104,585.0,8,"2.02",B
MFG-695163887,"2025-12-20",WH-013,PRD-98555,1238.0,42,"0.66",B
MFG-509680884,"2025-02-23",WH-013,PRD-95180,288.0,6,"0.5",B
MFG-335790139,"2025-09-18",WH-006,PRD-30635,706.0,31,"0.86",A
MFG-326590733,"2025-06-21",WH-002,PRD-39154,431.0,4,"0.04",B
MFG-466046100,"2024-12-28",WH-005,PRD-93130,994.0,11,"0.28",B
MFG-567937369,"2024-10-12",WH-014,PRD-98555,847.0,30,"0.23",
MFG-927118429,"2024-05-14",WH-014,PRD-15229,823.0,44,"4.52",B
MFG-645234770,"2025-04-18",WH-014,PRD-35112,585.0,14,"0.49",C
MFG-837708450,"2024-03-10",WH-002,PRD-40007,,53,"0.16",A
MFG-117351320,"2025-07-31",WH-013,PRD-10425,1196.0,48,"1.16",B
MFG-267258917,"2025-11-13",WH-005,PRD-40007,868.0,8,"0.27",B
MFG-713461198,"2025-08-18",WH-014,PRD-84085,864.0,30,"1.12",B
MFG-934884573,"2025-05-25",WH-002,PRD-64040,695.0,13,"0.05",A
MFG-433325109,"2024-12-19",WH-005,PRD-91351,946.0,5,"0.05",C
MFG-561895531,"2025-05-29",WH-006,PRD-42527,1280.0,28,"0.18",C
MFG-865614807,"2025-01-08",WH-002,PRD-23104,831.0,34,"1.46",B
MFG-294257761,"2025-04-24",WH-013,PRD-35112,1264.0,46,"2.83 hrs",C
MFG-755489875,"2024-10-16",WH-006,PRD-62923,821.0,43,"2.23",A
MFG-239925691,"2024-01-31",WH-013,PRD-90120,816.0,28,"0.62",B
MFG-144420204,"2025-10-31",WH-006,PRD-95180,1413.0,56,"1.33",B
MFG-662706752,"2025-02-08",WH-014,PRD-62923,758.0,39,"0.02",A
MFG-181448217,"2024-04-12",WH-014,PRD-17100,,21,"4.72",C
MFG-601097720,"2025-09-19",WH-014,PRD-98555,425.0,11,"3.2",B
MFG-394607688,"2024-02-02",WH-013,PRD-89457,841.0,24,"0.36",A
MFG-321177803,"2025-03-28",WH-005,PRD-74799,700.0,35,"0.34",C
MFG-907169100,"2025-08-14",WH-002,PRD-10074,1338.0,15,"0.34",A
MFG-845284390,"2024-03-23",WH-006,PRD-68008,1581.0,57,"0.85",C
MFG-908118997,"2024-09-18",WH-013,PRD-62923,878.0,48,"1.53",B
MFG-878432868,"2025-11-12",WH-002,PRD-89457,804.0,29,"2.71",A
MFG-235588041,"2025-06-13",WH-014,PRD-67912,874.0,20,"0.12",C
MFG-541238338,"2025-05-13",WH-014,PRD-17100,794.0,15,"0.0",B
MFG-192249024,"2024-12-04",WH-013,PRD-71348,777.0,41,"0.79",B
MFG-934449115,"2025-09-10",WH-013,PRD-95180,1028.0,33,"0.02 hrs",A
MFG-912677920,"2025-09-28",WH-006,PRD-21114,1122.0,49,"1.38 hrs",C
MFG-875969933,"2025-06-18",WH-005,PRD-23104,1003.0,59,"2.49",C
MFG-446058104,"2025-03-13",WH-005,PRD-94080,,19,"3.88 hrs",A
MFG-865906385,"2025-08-04",WH-006,PRD-10074,792.0,32,"0.34",B
MFG-265895606,"2024-11-02",WH-013,PRD-17100,736.0,25,"0.6",
MFG-776612467,"2024-10-23",WH-006,PRD-35112,948.0,44,"0.67",A
MFG-973763035,"2024-12-18",WH-013,PRD-61876,995.0,21,"0.59",A
MFG-191196893,"2025-09-24",WH-013,PRD-84085,907.0,46,"1.35",A
MFG-950669719,"2024-07-31",WH-014,PRD-49117,795.0,37,"0.07",B
MFG-385440885,"2024-04-16",WH-006,PRD-98555,893.0,49,"0.31",A
MFG-874766473,"2025-05-28",WH-013,PRD-35112,542.0,26,"0.17",A
MFG-787139591,"2025-02-03",WH-002,PRD-82845,964.0,25,"0.32",
MFG-264312824,"2024-09-05",WH-006,PRD-74799,734.0,17,"0.06",B
MFG-748547168,"2024-07-24",WH-006,PRD-49117,1419.0,6,"1.84",B
MFG-799108439,"2024-12-12",WH-002,PRD-30635,1007.0,52,"0.33",B
MFG-987030373,"2024-10-26",WH-013,PRD-64040,852.0,26,"1.16",A
MFG-302641204,"2025-12-05",WH-014,PRD-65461,889.0,36,"0.26",B
MFG-621135820,"2025-01-24",WH-002,PRD-63354,702.0,11,"0.03",B
MFG-301176204,"2025-06-08",WH-005,PRD-67912,712.0,38,"0.45",C
MFG-565313494,"2024-12-16",WH-013,PRD-91351,930.0,16,"0.89",A
MFG-269327719,"2025-04-25",WH-002,PRD-84085,1101.0,25,"0.06",B
MFG-856974989,"2025-01-25",WH-005,PRD-19171,1338.0,76,"0.18",C
MFG-339342791,"2024-10-21",WH-002,PRD-82845,421.0,9,"0.02",B
MFG-483047690,"2025-02-14",WH-014,PRD-94080,989.0,24,"0.12",B
MFG-537173587,"2024-11-09",WH-006,PRD-68008,,21,"0.11",A
MFG-128190766,"2025-08-30",WH-002,PRD-98555,839.0,48,"0.52",B
MFG-992022476,"2024-09-12",WH-013,PRD-90120,998.0,29,"0.01",B
MFG-952080416,"2024-01-28",WH-014,PRD-84085,886.0,25,"1.48",A
MFG-887464228,"2024-07-12",WH-006,PRD-40982,1012.0,23,"1.9",B
MFG-889506011,"2025-11-29",WH-013,PRD-76469,597.0,22,"0.26",B
MFG-536982141,"2024-10-26",WH-002,PRD-98555,1132.0,12,"0.75",C
MFG-379433432,"2025-12-21",WH-013,PRD-79822,698.0,17,"1.15",C
MFG-902920580,"2024-08-26",WH-014,PRD-10221,919.0,11,"0.31",C
MFG-882430654,"2025-02-27",WH-002,PRD-10221,529.0,26,"0.37",A
MFG-657943998,"2024-05-24",WH-005,PRD-15229,966.0,50,"1.17",B
