"claim_id","claim_date","order_id","device_id","issue_type","severity","warranty_approved","replacement_ship_days","notes","order_id_clean","device_id_clean","claim_dt","is_order_prefix_bad"
CLM-156176204,"2025-06-28",ORD-5460912,,Overheating,med,1.0,10.0,customer reports intermittent issue,ORD-5460912,,2025-06-28 00:00:00.000,0
CLM-567702699,"2024-10-20",ORD-8367382,DEV-4821517495,Software,med,1.0,3.0,needs firmware,ORD-8367382,dev-4821517495,2024-10-20 00:00:00.000,0
CLM-785336314,"2024-02-28",ORD-8744790,DEV-7732873676,Sound Distortion,high,1.0,5.0,no fault found,ORD-8744790,dev-7732873676,2024-02-28 00:00:00.000,0
CLM-873550164,"2024-05-03",ORD-7788546,DEV-2593084556,Software,med,1.0,3.0,,ORD-7788546,dev-2593084556,2024-05-03 00:00:00.000,0
CLM-765531540,"2024-07-14",ORD-4971183,DEV-9726790829,Software,med,1.0,5.0,customer reports intermittent issue,ORD-4971183,dev-9726790829,2024-07-14 00:00:00.000,0
CLM-266101662,"2025-02-12",ORD-3654330,DEV-3775519130,Software,low,1.0,3.0,no fault found,ORD-3654330,dev-3775519130,2025-02-12 00:00:00.000,0
CLM-281521491,"2025-08-02",ORD-9794267,DEV-4612493984,Software,high,1.0,10.0,,ORD-9794267,dev-4612493984,2025-08-02 00:00:00.000,0
CLM-900601607,"2025-08-24",ORD-6458906,DEV-6614482895,Connectivity,low,1.0,5.0,,ORD-6458906,dev-6614482895,2025-08-24 00:00:00.000,0
CLM-835914810,"2024-07-23",ORD-6040908,DEV-1349410984,Connectivity,high,1.0,7.0,customer reports intermittent issue,ORD-6040908,dev-1349410984,2024-07-23 00:00:00.000,0
CLM-927639677,"2025-12-30",ORD-3778655,DEV-1189943494,Battery,med,0.0,,customer reports intermittent issue,ORD-3778655,dev-1189943494,2025-12-30 00:00:00.000,0
CLM-850774381,"2024-09-11",ORD-5715230,DEV-2521800946,Software,low,1.0,7.0,repeat failure,ORD-5715230,dev-2521800946,2024-09-11 00:00:00.000,0
CLM-446689556,"2024-01-26",ORD-3390475,DEV-8017042743,Battery,low,1.0,10.0,,ORD-3390475,dev-8017042743,2024-01-26 00:00:00.000,0
CLM-701606694,"2025-09-02",ORD-6810185,DEV-6905714777,Software,high,0.0,,,ORD-6810185,dev-6905714777,2025-09-02 00:00:00.000,0
CLM-845142018,"2025-07-28",ORD-3355886,DEV-7299429450,Connectivity,med,1.0,10.0,repeat failure,ORD-3355886,dev-7299429450,2025-07-28 00:00:00.000,0
CLM-511729333,"2024-01-10",ORD-4930043,DEV-8799914573,Battery,med,1.0,5.0,customer reports intermittent issue,ORD-4930043,dev-8799914573,2024-01-10 00:00:00.000,0
CLM-441379269,"2024-12-10",OR-6572350,DEV-1561926886,Battery,high,1.0,,customer reports intermittent issue,OR-6572350,dev-1561926886,2024-12-10 00:00:00.000,1
CLM-486731767,"2024-01-10",ORD-2490605,DEV-9482644622,Software,high,1.0,3.0,,ORD-2490605,dev-9482644622,2024-01-10 00:00:00.000,0
CLM-324090313,"2024-10-08",ORD-2762093,DEV-9366861672,Sound Distortion,low,1.0,10.0,customer reports intermittent issue,ORD-2762093,dev-9366861672,2024-10-08 00:00:00.000,0
CLM-377804146,"2024-04-12",ORD-4721076,DEV-1748618854,Software,high,1.0,3.0,customer reports intermittent issue,ORD-4721076,dev-1748618854,2024-04-12 00:00:00.000,0
CLM-978961382,"2024-05-25",ORD-6540189,DEV-6842704263,Software,med,1.0,7.0,customer reports intermittent issue,ORD-6540189,dev-6842704263,2024-05-25 00:00:00.000,0
CLM-232280696,"2025-03-01",ORD-6896019,DEV-1462902335,Software,low,1.0,2.0,customer reports intermittent issue,ORD-6896019,dev-1462902335,2025-03-01 00:00:00.000,0
CLM-473096372,"2024-10-14",ORD-7992589,DEV-6012217942,Connectivity,med,1.0,2.0,customer reports intermittent issue,ORD-7992589,dev-6012217942,2024-10-14 00:00:00.000,0
CLM-847290318,"2024-04-29",ORD-1112972,DEV-1464464514,Connectivity,low,1.0,5.0,customer reports intermittent issue,ORD-1112972,dev-1464464514,2024-04-29 00:00:00.000,0
CLM-681519090,"2024-11-11",ORD-4668854,DEV-9648292262,Mic issues,critical,,3.0,no fault found,ORD-4668854,dev-9648292262,2024-11-11 00:00:00.000,0
CLM-598179721,"12/02/2025",ORD-4368454,DEV-7632121626,Connectivity,low,1.0,5.0,customer reports intermittent issue,ORD-4368454,dev-7632121626,2025-12-02 00:00:00.000,0
CLM-760182724,"2024-09-24",ORD-1961102,DEV-2935933722,,low,1.0,7.0,no fault found,ORD-1961102,dev-2935933722,2024-09-24 00:00:00.000,0
CLM-208268245,"03/13/2025",ORD-6308971,DEV-8682365561,Software,low,,3.0,needs firmware,ORD-6308971,dev-8682365561,2025-03-13 00:00:00.000,0
CLM-202663134,"2025-12-28",ORD-2058392,,,,1.0,10.0,no fault found,ORD-2058392,,2025-12-28 00:00:00.000,0
CLM-618911130,"2024-08-30",ORD-2207911,DEV-3166006044,Battery,low,1.0,2.0,no fault found,ORD-2207911,dev-3166006044,2024-08-30 00:00:00.000,0
CLM-521202060,"2025-09-18",ORD-6315886,DEV-8554183999,Sound Distortion,med,1.0,7.0,customer reports intermittent issue,ORD-6315886,dev-8554183999,2025-09-18 00:00:00.000,0
CLM-589602512,"2024-12-04",ORD-7391984,DEV-7997333666,Connectivity,high,1.0,10.0,customer reports intermittent issue,ORD-7391984,dev-7997333666,2024-12-04 00:00:00.000,0
CLM-539955901,"2025-12-22",ORD-7198121,DEV-7763189846,Software,low,1.0,5.0,,ORD-7198121,dev-7763189846,2025-12-22 00:00:00.000,0
CLM-904873577,"2024-03-01",ORD-5992421,DEV-1145925536,Overheating,med,1.0,5.0,customer reports intermittent issue,ORD-5992421,dev-1145925536,2024-03-01 00:00:00.000,0
CLM-872291766,"2024-03-18",OR-1740352,DEV-9246699748,Battery,med,1.0,,customer reports intermittent issue,OR-1740352,dev-9246699748,2024-03-18 00:00:00.000,1
CLM-318982952,"2024-10-14",ORD-5885665,DEV-3396741601,Mic issues,med,0.0,,,ORD-5885665,dev-3396741601,2024-10-14 00:00:00.000,0
CLM-331666274,"2024-01-26",ORD-3318574,DEV-9882810430,Overheating,high,1.0,5.0,customer reports intermittent issue,ORD-3318574,dev-9882810430,2024-01-26 00:00:00.000,0
CLM-628997447,"2025-04-12",ORD-7418308,DEV-8350176071,Sound Distortion,high,1.0,,customer reports intermittent issue,ORD-7418308,dev-8350176071,2025-04-12 00:00:00.000,0
CLM-506204180,"2025-02-23",ORD-1476335,DEV-4097258023,Software,low,1.0,10.0,needs firmware,ORD-1476335,dev-4097258023,2025-02-23 00:00:00.000,0
CLM-766210273,"2024-04-22",ORD-2822722,DEV-4825325266,Physical Damage,low,0.0,3.0,customer reports intermittent issue,ORD-2822722,dev-4825325266,2024-04-22 00:00:00.000,0
CLM-403720854,"2025-02-13",ORD-6266130,DEV-3054951226,Battery,high,0.0,5.0,customer reports intermittent issue,ORD-6266130,dev-3054951226,2025-02-13 00:00:00.000,0
CLM-948169231,"2024-05-20",ORD-1484271,DEV-8555581375,Software,high,1.0,5.0,,ORD-1484271,dev-8555581375,2024-05-20 00:00:00.000,0
CLM-623864381,"2025-11-10",ORD-7422107,DEV-7361067885,Connectivity,med,1.0,5.0,customer reports intermittent issue,ORD-7422107,dev-7361067885,2025-11-10 00:00:00.000,0
CLM-454946424,"2024-02-20",ORD-1173258,DEV-6723770533,Battery,low,1.0,2.0,customer reports intermittent issue,ORD-1173258,dev-6723770533,2024-02-20 00:00:00.000,0
CLM-507624334,"2024-05-22",ORD-3253196,DEV-2924056313,Software,med,1.0,5.0,,ORD-3253196,dev-2924056313,2024-05-22 00:00:00.000,0
CLM-180555021,"2025-07-26",ORD-9862355,DEV-2257021247,Connectivity,high,1.0,10.0,customer reports intermittent issue,ORD-9862355,dev-2257021247,2025-07-26 00:00:00.000,0
CLM-136051451,"05/17/2024",ORD-6827041,DEV-2459362422,Mic issues,low,0.0,10.0,customer reports intermittent issue,ORD-6827041,dev-2459362422,2024-05-17 00:00:00.000,0
CLM-183356933,"2025-01-17",ORD-9219991,DEV-4568545827,Sound Distortion,high,1.0,3.0,customer reports intermittent issue,ORD-9219991,dev-4568545827,2025-01-17 00:00:00.000,0
CLM-624538392,"07/05/2025",ORD-2418611,DEV-4269236828,Physical Damage,,1.0,3.0,,ORD-2418611,dev-4269236828,2025-07-05 00:00:00.000,0
CLM-532027355,"04/16/2024",ORD-5751566,DEV-5357630689,Sound Distortion,high,1.0,3.0,repeat failure,ORD-5751566,dev-5357630689,2024-04-16 00:00:00.000,0
CLM-743542775,"2024-09-17",ORD-6266433,DEV-3284378573,Overheating,low,1.0,,no fault found,ORD-6266433,dev-3284378573,2024-09-17 00:00:00.000,0
CLM-806521129,"2025-10-24",ORD-1822693,DEV-2971900699,Software,low,1.0,5.0,,ORD-1822693,dev-2971900699,2025-10-24 00:00:00.000,0
CLM-667122552,"2024-08-17",ORD-8413893,DEV-9862615427,Software,low,1.0,5.0,customer reports intermittent issue,ORD-8413893,dev-9862615427,2024-08-17 00:00:00.000,0
CLM-761206090,"09/14/2025",ORD-6326752,DEV-8811187678,Connectivity,high,1.0,,no fault found,ORD-6326752,dev-8811187678,2025-09-14 00:00:00.000,0
CLM-792816158,"2024-10-24",ORD-5005581,DEV-9801050877,Battery,low,1.0,5.0,needs firmware,ORD-5005581,dev-9801050877,2024-10-24 00:00:00.000,0
CLM-445698348,"2025-01-17",ORD-2162093,,Software,low,0.0,5.0,customer reports intermittent issue,ORD-2162093,,2025-01-17 00:00:00.000,0
CLM-718131036,"2025-06-05",ORD-3250981,DEV-1989975904,Software,high,1.0,10.0,customer reports intermittent issue,ORD-3250981,dev-1989975904,2025-06-05 00:00:00.000,0
CLM-201076636,"2024-02-24",ORD-3007348,DEV-7208527040,Physical Damage,low,0.0,3.0,customer reports intermittent issue,ORD-3007348,dev-7208527040,2024-02-24 00:00:00.000,0
CLM-640250049,"2025-01-03",ORD-9799040,DEV-2927654480,Overheating,med,1.0,5.0,no fault found,ORD-9799040,dev-2927654480,2025-01-03 00:00:00.000,0
CLM-662987388,"2025-10-03",ORD-5996393,DEV-3774056491,Battery,high,0.0,,no fault found,ORD-5996393,dev-3774056491,2025-10-03 00:00:00.000,0
CLM-894056516,"2025-06-19",ORD-2677514,DEV-3985511348,Overheating,low,,10.0,customer reports intermittent issue,ORD-2677514,dev-3985511348,2025-06-19 00:00:00.000,0
CLM-131502256,"2025-02-24",ORD-1131350,,Battery,high,1.0,5.0,,ORD-1131350,,2025-02-24 00:00:00.000,0
CLM-783882402,"2024-09-22",ORD-7867316,DEV-5525899856,Battery,critical,1.0,3.0,,ORD-7867316,dev-5525899856,2024-09-22 00:00:00.000,0
CLM-332267954,"2024-12-12",ORD-2585161,DEV-1139071960,,high,1.0,3.0,customer reports intermittent issue,ORD-2585161,dev-1139071960,2024-12-12 00:00:00.000,0
CLM-137366709,"2025-07-30",ORD-3979481,DEV-1106862560,Connectivity,med,1.0,10.0,repeat failure,ORD-3979481,dev-1106862560,2025-07-30 00:00:00.000,0
CLM-272654689,"07/15/2025",ORD-6310208,DEV-3994452858,Software,low,1.0,3.0,no fault found,ORD-6310208,dev-3994452858,2025-07-15 00:00:00.000,0
CLM-633684227,"2025-10-24",ORD-3981087,,Software,high,1.0,7.0,no fault found,ORD-3981087,,2025-10-24 00:00:00.000,0
CLM-732686271,"2024-12-16",ORD-1009508,DEV-8299763883,Connectivity,high,1.0,,no fault found,ORD-1009508,dev-8299763883,2024-12-16 00:00:00.000,0
CLM-214986743,"2024-01-23",ORD-9043060,DEV-9178050223,Software,med,1.0,5.0,customer reports intermittent issue,ORD-9043060,dev-9178050223,2024-01-23 00:00:00.000,0
CLM-209327925,"2024-07-01",ORD-5169903,DEV-7929459291,Software,med,1.0,,no fault found,ORD-5169903,dev-7929459291,2024-07-01 00:00:00.000,0
CLM-169551644,"2025-11-29",ORD-1350954,DEV-7383049918,,,1.0,5.0,needs firmware,ORD-1350954,dev-7383049918,2025-11-29 00:00:00.000,0
CLM-415711047,"2025-11-22",ORD-7368863,DEV-7590907308,Sound Distortion,med,1.0,2.0,customer reports intermittent issue,ORD-7368863,dev-7590907308,2025-11-22 00:00:00.000,0
CLM-187441246,"2025-07-04",ORD-6982841,DEV-5763788073,Physical Damage,med,0.0,7.0,customer reports intermittent issue,ORD-6982841,dev-5763788073,2025-07-04 00:00:00.000,0
CLM-165997795,"2025-10-10",ORD-9327723,DEV-1393019146,Physical Damage,med,1.0,10.0,,ORD-9327723,dev-1393019146,2025-10-10 00:00:00.000,0
CLM-331024460,"2024-09-19",ORD-5681879,DEV-1160452507,Connectivity,high,1.0,5.0,customer reports intermittent issue,ORD-5681879,dev-1160452507,2024-09-19 00:00:00.000,0
CLM-622507950,"2025-04-24",ORD-3392288,DEV-9178050223,,med,1.0,7.0,repeat failure,ORD-3392288,dev-9178050223,2025-04-24 00:00:00.000,0
CLM-993815189,"2025-09-15",ORD-4592169,DEV-3072986965,Mic issues,med,1.0,5.0,repeat failure,ORD-4592169,dev-3072986965,2025-09-15 00:00:00.000,0
CLM-583236665,"2024-07-20",ORD-1400964,DEV-7181574930,Software,high,0.0,7.0,repeat failure,ORD-1400964,dev-7181574930,2024-07-20 00:00:00.000,0
CLM-644115178,"2024-06-28",ORD-9736467,DEV-9151837531,Physical Damage,critical,1.0,5.0,customer reports intermittent issue,ORD-9736467,dev-9151837531,2024-06-28 00:00:00.000,0
CLM-395701616,"2025-02-28",ORD-6265241,DEV-9063847768,Software,low,1.0,5.0,repeat failure,ORD-6265241,dev-9063847768,2025-02-28 00:00:00.000,0
CLM-771967703,"2025-11-08",ORD-8419198,DEV-7722468871,Battery,med,1.0,,needs firmware,ORD-8419198,dev-7722468871,2025-11-08 00:00:00.000,0
CLM-395777730,"2024-11-19",ORD-3316461,DEV-5983502741,Sound Distortion,med,1.0,3.0,no fault found,ORD-3316461,dev-5983502741,2024-11-19 00:00:00.000,0
CLM-460457478,"2024-09-06",ORD-6833442,DEV-3809733908,Connectivity,low,1.0,5.0,,ORD-6833442,dev-3809733908,2024-09-06 00:00:00.000,0
CLM-975139448,"2024-02-16",ORD-1119318,DEV-2382677827,Mic issues,low,0.0,2.0,,ORD-1119318,dev-2382677827,2024-02-16 00:00:00.000,0
CLM-632905605,"2025-02-12",ORD-8066644,DEV-4901250013,Mic issues,med,1.0,3.0,customer reports intermittent issue,ORD-8066644,dev-4901250013,2025-02-12 00:00:00.000,0
CLM-414486874,"2024-02-25",ORD-8728430,DEV-8019000610,Sound Distortion,med,1.0,3.0,needs firmware,ORD-8728430,dev-8019000610,2024-02-25 00:00:00.000,0
CLM-313972719,"2024-01-22",ORD-1491019,DEV-4005904067,,low,1.0,10.0,customer reports intermittent issue,ORD-1491019,dev-4005904067,2024-01-22 00:00:00.000,0
CLM-660165396,"2024-02-16",ORD-1158185,DEV-4442125915,Physical Damage,med,1.0,5.0,customer reports intermittent issue,ORD-1158185,dev-4442125915,2024-02-16 00:00:00.000,0
CLM-297404896,"2024-02-01",ORD-3289121,DEV-9450687115,Physical Damage,high,1.0,3.0,customer reports intermittent issue,ORD-3289121,dev-9450687115,2024-02-01 00:00:00.000,0
CLM-609638844,"2025-12-12",ORD-1871860,DEV-6257553432,Physical Damage,med,1.0,5.0,customer reports intermittent issue,ORD-1871860,dev-6257553432,2025-12-12 00:00:00.000,0
CLM-483980548,"2025-06-28",ORD-5637862,DEV-9063847768,Overheating,critical,1.0,3.0,customer reports intermittent issue,ORD-5637862,dev-9063847768,2025-06-28 00:00:00.000,0
CLM-619264822,"2024-11-03",ORD-2552435,DEV-1456412490,Mic issues,low,0.0,,no fault found,ORD-2552435,dev-1456412490,2024-11-03 00:00:00.000,0
CLM-134457423,"2024-09-27",ORD-5637862,DEV-6876444545,Battery,low,1.0,10.0,,ORD-5637862,dev-6876444545,2024-09-27 00:00:00.000,0
CLM-417238256,"2024-12-29",ORD-8653505,DEV-5808216311,Mic issues,critical,1.0,10.0,customer reports intermittent issue,ORD-8653505,dev-5808216311,2024-12-29 00:00:00.000,0
CLM-791591836,"2025-12-20",ORD-2963754,DEV-5696007076,Physical Damage,med,1.0,10.0,,ORD-2963754,dev-5696007076,2025-12-20 00:00:00.000,0
CLM-588303543,"2024-06-06",ORD-1347730,DEV-5616598701,Software,high,1.0,10.0,customer reports intermittent issue,ORD-1347730,dev-5616598701,2024-06-06 00:00:00.000,0
CLM-918159612,"2025-10-25",ORD-2500232,DEV-2740704628,Software,low,,5.0,customer reports intermittent issue,ORD-2500232,dev-2740704628,2025-10-25 00:00:00.000,0
CLM-189687369,"2025-12-27",ORD-9240137,DEV-3582891399,Overheating,med,,2.0,no fault found,ORD-9240137,dev-3582891399,2025-12-27 00:00:00.000,0
CLM-976049567,"2025-07-14",ORD-4490194,DEV-9417524891,Mic issues,med,1.0,2.0,customer reports intermittent issue,ORD-4490194,dev-9417524891,2025-07-14 00:00:00.000,0
CLM-119659843,"2024-01-02",ORD-8857554,DEV-6231019926,Physical Damage,,1.0,3.0,repeat failure,ORD-8857554,dev-6231019926,2024-01-02 00:00:00.000,0
CLM-565567133,"2024-01-26",ORD-9291377,DEV-8266647006,Software,med,1.0,2.0,,ORD-9291377,dev-8266647006,2024-01-26 00:00:00.000,0
CLM-891066057,"2024-10-27",ORD-7931838,DEV-4624549163,Connectivity,critical,1.0,7.0,repeat failure,ORD-7931838,dev-4624549163,2024-10-27 00:00:00.000,0
CLM-637618859,"2025-10-03",ORD-8611679,DEV-8978465969,Connectivity,high,0.0,,customer reports intermittent issue,ORD-8611679,dev-8978465969,2025-10-03 00:00:00.000,0
CLM-606964534,"2025-09-01",ORD-6740116,DEV-9843213782,Mic issues,high,0.0,2.0,customer reports intermittent issue,ORD-6740116,dev-9843213782,2025-09-01 00:00:00.000,0
CLM-235891753,"2024-06-27",ORD-2813554,DEV-1062425400,Overheating,med,1.0,7.0,customer reports intermittent issue,ORD-2813554,dev-1062425400,2024-06-27 00:00:00.000,0
CLM-280975575,"2025-01-27",ORD-7849841,DEV-8370712436,Connectivity,med,1.0,5.0,customer reports intermittent issue,ORD-7849841,dev-8370712436,2025-01-27 00:00:00.000,0
CLM-898487390,"2024-06-18",ORD-9394973,DEV-3007269420,Sound Distortion,med,1.0,,customer reports intermittent issue,ORD-9394973,dev-3007269420,2024-06-18 00:00:00.000,0
CLM-136069253,"2025-08-05",ORD-5945306,DEV-1967859201,Sound Distortion,low,1.0,5.0,no fault found,ORD-5945306,dev-1967859201,2025-08-05 00:00:00.000,0
CLM-652002757,"2024-11-12",ORD-8568915,DEV-7299429450,Software,low,1.0,3.0,customer reports intermittent issue,ORD-8568915,dev-7299429450,2024-11-12 00:00:00.000,0
CLM-736649112,"2024-05-04",ORD-9138612,DEV-9069151670,Physical Damage,med,0.0,10.0,customer reports intermittent issue,ORD-9138612,dev-9069151670,2024-05-04 00:00:00.000,0
CLM-195553257,"2025-11-24",ORD-7123949,,Connectivity,low,1.0,3.0,no fault found,ORD-7123949,,2025-11-24 00:00:00.000,0
CLM-486182950,"2025-02-14",ORD-2909214,DEV-1489894050,Connectivity,high,1.0,5.0,customer reports intermittent issue,ORD-2909214,dev-1489894050,2025-02-14 00:00:00.000,0
CLM-370477338,"2024-07-04",ORD-5559955,DEV-9967003767,Battery,low,1.0,2.0,customer reports intermittent issue,ORD-5559955,dev-9967003767,2024-07-04 00:00:00.000,0
CLM-508734188,"2025-12-06",ORD-3481688,DEV-3962820037,Battery,low,1.0,5.0,,ORD-3481688,dev-3962820037,2025-12-06 00:00:00.000,0
CLM-413953245,"2025-03-02",ORD-2794874,DEV-3232712137,Battery,high,1.0,3.0,customer reports intermittent issue,ORD-2794874,dev-3232712137,2025-03-02 00:00:00.000,0
CLM-528988779,"2024-08-18",ORD-9313139,DEV-2763774297,Sound Distortion,low,1.0,5.0,customer reports intermittent issue,ORD-9313139,dev-2763774297,2024-08-18 00:00:00.000,0
CLM-631646892,"2025-08-30",ORD-2564022,DEV-6086301946,,med,1.0,10.0,customer reports intermittent issue,ORD-2564022,dev-6086301946,2025-08-30 00:00:00.000,0
CLM-835395337,"2025-11-17",ORD-2713857,DEV-1447743691,,med,1.0,3.0,no fault found,ORD-2713857,dev-1447743691,2025-11-17 00:00:00.000,0
CLM-478507482,"2025-02-22",ORD-6265241,DEV-3242982043,Sound Distortion,med,1.0,10.0,,ORD-6265241,dev-3242982043,2025-02-22 00:00:00.000,0
CLM-997796104,"2024-09-15",ORD-8568915,DEV-7748648714,,low,1.0,,needs firmware,ORD-8568915,dev-7748648714,2024-09-15 00:00:00.000,0
CLM-883588686,"2025-11-08",ORD-8014306,DEV-4747855538,Mic issues,high,0.0,3.0,repeat failure,ORD-8014306,dev-4747855538,2025-11-08 00:00:00.000,0
CLM-909870310,"2025-06-12",ORD-7152449,DEV-7204636938,Sound Distortion,critical,1.0,7.0,,ORD-7152449,dev-7204636938,2025-06-12 00:00:00.000,0
CLM-927197805,"2024-07-18",ORD-7405563,DEV-2508238338,Software,critical,1.0,2.0,customer reports intermittent issue,ORD-7405563,dev-2508238338,2024-07-18 00:00:00.000,0
CLM-470853761,"2025-12-19",ORD-2632126,DEV-5060066589,Software,med,1.0,2.0,no fault found,ORD-2632126,dev-5060066589,2025-12-19 00:00:00.000,0
CLM-346582278,"2025-11-12",ORD-1127347,DEV-5628146210,Overheating,low,1.0,10.0,customer reports intermittent issue,ORD-1127347,dev-5628146210,2025-11-12 00:00:00.000,0
CLM-997145811,"2025-07-11",ORD-3182275,,Software,low,0.0,5.0,needs firmware,ORD-3182275,,2025-07-11 00:00:00.000,0
CLM-804361736,"2024-08-28",ORD-7470684,DEV-7882146900,Physical Damage,high,1.0,3.0,customer reports intermittent issue,ORD-7470684,dev-7882146900,2024-08-28 00:00:00.000,0
CLM-393118539,"2025-12-30",ORD-6049989,DEV-3117125601,Connectivity,high,1.0,3.0,repeat failure,ORD-6049989,dev-3117125601,2025-12-30 00:00:00.000,0
CLM-154513535,"2024-06-15",ORD-5906672,DEV-1508499097,Software,low,1.0,10.0,customer reports intermittent issue,ORD-5906672,dev-1508499097,2024-06-15 00:00:00.000,0
CLM-912239974,"2024-04-27",ORD-5109735,DEV-8266647006,Battery,med,1.0,7.0,,ORD-5109735,dev-8266647006,2024-04-27 00:00:00.000,0
CLM-267236146,"2024-04-18",ORD-1045552,DEV-8970566223,Software,low,1.0,3.0,customer reports intermittent issue,ORD-1045552,dev-8970566223,2024-04-18 00:00:00.000,0
CLM-704884044,"2025-09-06",ORD-9549611,DEV-8970566223,Battery,low,0.0,5.0,customer reports intermittent issue,ORD-9549611,dev-8970566223,2025-09-06 00:00:00.000,0
CLM-102776046,"2025-12-12",ORD-9977599,,Connectivity,med,1.0,2.0,repeat failure,ORD-9977599,,2025-12-12 00:00:00.000,0
CLM-182189705,"2024-02-26",ORD-5063117,DEV-3278470479,Connectivity,high,1.0,2.0,,ORD-5063117,dev-3278470479,2024-02-26 00:00:00.000,0
CLM-979019893,"2025-02-09",ORD-8360477,DEV-1408096143,Battery,low,1.0,5.0,customer reports intermittent issue,ORD-8360477,dev-1408096143,2025-02-09 00:00:00.000,0
CLM-161325632,"2024-08-08",ORD-6006351,DEV-3240533080,,high,1.0,3.0,needs firmware,ORD-6006351,dev-3240533080,2024-08-08 00:00:00.000,0
CLM-113317180,"2024-02-16",ORD-5521293,DEV-5507538008,Connectivity,low,1.0,5.0,no fault found,ORD-5521293,dev-5507538008,2024-02-16 00:00:00.000,0
CLM-471872067,"2025-08-10",ORD-9669185,DEV-3129737214,Software,low,1.0,5.0,customer reports intermittent issue,ORD-9669185,dev-3129737214,2025-08-10 00:00:00.000,0
CLM-995272795,"2025-08-08",ORD-7668761,DEV-3922036974,Battery,low,0.0,5.0,,ORD-7668761,dev-3922036974,2025-08-08 00:00:00.000,0
CLM-797761909,"2025-12-18",ORD-5424460,DEV-4356886193,Connectivity,high,1.0,5.0,,ORD-5424460,dev-4356886193,2025-12-18 00:00:00.000,0
