device_id,product_id,model_name,hw_revision,manufacture_lot,activated_date
DEV-4477678631,PRD-42018,Pulse S,D,LOT-702316,2024-07-14
DEV-1014477641,PRD-66155,QC Ultra,B,LOT-680777,2025-01-21
DEV-8577019017,PRD-71348,QC45,C,LOT-309156,2024-06-19
DEV-7717423384,PRD-44237,Soundbar 600,B,LOT-356779,2025-03-15
DEV-6727034720,PRD-24371,QC Ultra,B,LOT-823233,
DEV-6288412270,PRD-10425,QC Ultra,A,LOT-874494,
DEV-1582918332,PRD-41385,Studio Pro,A,LOT-138394,2025-03-02
DEV-9116635925,PRD-24371,QC Ultra,A,LOT-741491,2024-08-05
DEV-2035989065,PRD-38080,QC45,C,LOT-789225,2025-02-21
DEV-2420535159,PRD-67912,Soundbar 600,B,LOT-703638,2025-01-15
DEV-8530483779,PRD-24371,Studio Pro,C,,
DEV-8160992941,PRD-49117,QC Ultra,A,LOT-873298,
DEV-1897952768,PRD-66155,QC Ultra,B,,2025-10-04
DEV-6171843301,PRD-66155,Studio Pro,C,LOT-975295,2025-07-17
DEV-5978162882,PRD-66155,QC45,A,LOT-658922,2025-11-30
DEV-4283148422,PRD-24371,QC Ultra,A,LOT-555730,2024-03-06
DEV-2945857110,PRD-66155,Studio Pro,C,LOT-570872,2025-02-08
DEV-6651018198,PRD-63354,Air Mini,A,LOT-909300,2024-08-04
DEV-7594697802,PRD-66155,QC Ultra,D,LOT-828254,08/23/2025
DEV-7353638232,PRD-95180,Studio Pro,C,LOT-241786,
DEV-1543000117,PRD-66155,QC Ultra,B,LOT-177775,2025-11-11
DEV-5696703644,PRD-24371,QC45,B,LOT-286971,
DEV-1881758382,PRD-71348,QC Ultra,C,LOT-255002,2025-11-06
DEV-9934205769,PRD-65461,QC45,B,LOT-988380,04/27/2025
DEV-3967322210,PRD-66155,Studio Pro,A,LOT-894357,2024-01-22
DEV-6112823642,PRD-66155,QC Ultra,B,LOT-779002,2025-06-18
DEV-9700921983,PRD-95180,QC Ultra,,LOT-804830,2025-12-30
DEV-6549690147,PRD-10074,QC Ultra,A,LOT-729510,2025-08-07
DEV-1329011158,PRD-66155,QC Ultra,D,LOT-751852,2025-02-09
DEV-7161946294,PRD-71348,QC Ultra,A,,2025-02-22
DEV-2466684707,PRD-24371,QC45,C,LOT-257242,2025-05-09
DEV-8721063273,PRD-66155,Studio Pro,A,LOT-793448,
DEV-9769778410,PRD-24371,Studio Pro,A,LOT-526489,2024-05-12
DEV-7949648358,PRD-82845,Quiet Buds,C,LOT-997744,2025-11-26
DEV-4444536806,PRD-66155,QC Ultra,D,LOT-654251,2024-07-27
DEV-8444402398,PRD-99353,Studio Pro,A,LOT-622659,2024-01-04
DEV-4280722909,PRD-66155,Studio Pro,C,LOT-353993,2025-07-11
DEV-8206538713,PRD-79822,Studio Pro,A,LOT-802016,2025-04-25
DEV-4079453436,PRD-66155,QC45,C,LOT-551819,2024-01-17
DEV-6970795209,PRD-40007,Studio Pro,B,LOT-886739,2024-03-04
DEV-8197295338,PRD-62923,Sport Buds,C,LOT-300982,2024-05-24
DEV-7312880581,PRD-66155,QC45,B,LOT-404716,2024-03-06
DEV-4943000904,PRD-99353,QC Ultra,C,LOT-683102,2025-12-12
DEV-5176753145,PRD-68082,Sport Buds,C,LOT-806402,08/01/2024
DEV-2251451461,PRD-41385,QC Ultra,D,LOT-902209,2024-02-14
DEV-4044608073,PRD-99353,QC45,C,LOT-945097,2025-04-01
DEV-9797511791,PRD-10425,QC Ultra,A,LOT-811755,2025-02-12
DEV-5292577495,PRD-24371,QC Ultra,D,LOT-858498,
DEV-7463438053,PRD-66155,QC45,,LOT-625004,2025-08-05
DEV-4830354490,PRD-65461,QC Ultra,D,LOT-127859,04/10/2025
DEV-2782508879,PRD-66155,Studio Pro,A,LOT-113757,2025-08-27
DEV-7431076389,PRD-71348,Studio Pro,B,LOT-225515,2025-07-24
DEV-6977569741,PRD-93130,Theater Kit X,D,LOT-160759,
DEV-2231951978,PRD-10425,Studio Pro,B,LOT-655628,2025-09-19
DEV-9576761471,PRD-10425,QC Ultra,A,LOT-326057,2025-08-10
DEV-6476167767,PRD-66155,QC45,B,LOT-138255,2024-12-16
DEV-7597520872,PRD-66155,Studio Pro,A,LOT-122286,2025-02-07
DEV-7136088865,PRD-71348,Studio Pro,A,LOT-222172,2024-11-28
DEV-5253126856,PRD-59672,Air Mini,D,LOT-517155,2025-12-30
DEV-2659077670,PRD-30635,Air Mini,B,LOT-881358,2024-01-22
DEV-9149673063,PRD-40007,QC45,A,LOT-677022,2024-07-16
DEV-7379186722,PRD-71348,Studio Pro,C,LOT-321101,2025-11-14
DEV-1497479920,PRD-66155,QC45,D,,2024-02-01
DEV-6314702792,PRD-66155,Studio Pro,D,LOT-654285,08/19/2024
DEV-1533164924,PRD-66155,QC Ultra,C,LOT-827677,
DEV-4038892181,PRD-35112,Sport Buds,B,LOT-116539,2025-01-29
DEV-6006218347,PRD-66155,Studio Pro,C,LOT-756369,2025-09-19
DEV-2959373785,PRD-17100,Air Mini,B,LOT-483968,2025-11-25
DEV-5737108343,PRD-10425,QC Ultra,C,LOT-697144,2024-04-24
DEV-4824838803,PRD-66155,QC Ultra,A,LOT-959167,2024-05-16
DEV-5026656572,PRD-40007,QC45,C,,2024-11-29
DEV-8575427307,PRD-49117,QC Ultra,C,LOT-326394,2025-04-16
DEV-3605890125,PRD-65461,QC45,C,LOT-479376,2025-04-06
DEV-4251342697,PRD-99353,QC45,D,LOT-527265,2025-05-25
DEV-7159619661,PRD-66155,QC Ultra,C,LOT-254394,2025-06-23
DEV-2142626871,PRD-99353,Studio Pro,B,LOT-526691,2024-04-23
DEV-2829457665,PRD-66155,Studio Pro,D,LOT-903724,2025-03-12
DEV-4223037017,PRD-10425,QC45,D,LOT-518036,2025-12-18
DEV-4861149438,PRD-63354,Quiet Buds,D,LOT-888878,08/29/2024
DEV-7873633190,PRD-82845,Sport Buds,A,,2025-11-06
DEV-9938746508,PRD-71348,QC Ultra,D,LOT-963318,03/24/2024
DEV-9830393713,PRD-66155,Studio Pro,B,LOT-735996,
DEV-7241175457,PRD-95180,QC Ultra,D,LOT-710756,2024-10-29
DEV-8430191989,PRD-49117,QC Ultra,C,LOT-619326,2024-06-04
DEV-9001594091,PRD-24371,Studio Pro,A,LOT-120407,2024-02-15
DEV-3584703554,PRD-30635,Sport Buds,A,LOT-807403,2025-07-17
DEV-2949341504,PRD-66155,QC Ultra,D,LOT-429462,2024-06-06
DEV-9422491915,PRD-66155,QC Ultra,B,LOT-586806,
DEV-4898275173,PRD-59672,Air Mini,A,LOT-100487,2025-11-29
DEV-8171018617,PRD-24371,QC Ultra,B,LOT-461722,2025-10-02
DEV-6569405027,PRD-71348,QC45,C,LOT-276888,2025-12-18
DEV-4510969640,PRD-66155,QC45,B,LOT-347996,2024-11-03
DEV-8692015091,PRD-68082,Air Mini,B,LOT-178830,
DEV-9066728060,PRD-66155,Studio Pro,C,LOT-758784,2024-03-12
DEV-8858705275,PRD-97153,Portable PA Mini,A,LOT-966473,2024-05-13
DEV-6662663704,PRD-66155,QC Ultra,B,LOT-571485,03/30/2024
DEV-8029358897,PRD-38080,QC45,C,LOT-575606,2025-04-02
DEV-4403349322,PRD-81066,Sport Buds,C,LOT-250606,
DEV-6795215775,PRD-40982,Air Mini,A,LOT-811717,2025-08-08
DEV-9542146097,PRD-40007,QC Ultra,C,LOT-257643,2025-02-22
DEV-3450786785,PRD-40007,QC45,C,LOT-891636,05/15/2024
DEV-8223542272,PRD-10425,QC Ultra,B,LOT-402833,2025-08-23
DEV-4133766146,PRD-96511,Theater Kit X,D,LOT-854124,2024-04-08
DEV-3784730778,PRD-99353,QC45,D,LOT-871148,2024-08-14
DEV-6512873698,PRD-66155,QC45,C,LOT-949618,03/06/2024
DEV-1768980818,PRD-10074,Studio Pro,B,LOT-305509,2024-03-12
DEV-7938875613,PRD-66155,QC45,B,,2025-12-26
DEV-7580737343,PRD-10074,QC45,C,LOT-702504,2024-12-24
DEV-5851111946,PRD-65461,Studio Pro,C,LOT-886185,
DEV-5297778886,PRD-10074,Studio Pro,A,LOT-349017,2024-09-04
DEV-9566196425,PRD-84085,Sport Buds,C,LOT-578816,05/30/2025
DEV-8501043530,PRD-66155,QC45,B,LOT-649018,2024-08-05
DEV-7920856274,PRD-66155,QC Ultra,C,LOT-239563,2024-10-01
DEV-4721043139,PRD-59672,Quiet Buds,C,LOT-700408,2025-09-05
DEV-9229145004,PRD-66155,QC Ultra,C,LOT-606779,2024-03-02
DEV-6033088298,PRD-24371,Studio Pro,A,LOT-460002,2025-03-22
DEV-8347036704,PRD-24371,QC45,B,LOT-613416,2024-06-22
DEV-2393185834,PRD-39154,Theater Kit X,B,LOT-813139,2025-03-09
DEV-3478044003,PRD-66155,QC Ultra,D,LOT-272820,
DEV-6308656948,PRD-99353,QC Ultra,A,LOT-513695,2025-07-01
DEV-8849479416,PRD-71348,QC Ultra,A,LOT-483894,2024-10-05
DEV-3252816770,PRD-24371,QC Ultra,D,LOT-432734,
DEV-4446206748,PRD-44237,Soundbar 900,D,LOT-136901,2024-07-25
DEV-9848243913,PRD-24371,Studio Pro,D,LOT-107053,2025-02-15
DEV-8589146755,PRD-59672,Sport Buds,A,LOT-446966,2025-02-13
DEV-7470108123,PRD-40007,QC45,C,LOT-275730,2024-11-19
DEV-8010127089,PRD-99353,Studio Pro,C,LOT-935298,2025-07-29
DEV-5848575020,PRD-40982,Air Mini,D,LOT-951881,2025-09-18
DEV-4655073624,PRD-66155,QC Ultra,A,LOT-490598,2025-12-25
DEV-5116560057,PRD-62923,Quiet Buds,C,LOT-967252,2024-02-26
DEV-5318888998,PRD-24371,QC45,B,LOT-764186,2024-06-10
DEV-6514349242,PRD-66155,QC45,D,LOT-501675,2024-03-18
DEV-6248817328,PRD-65461,QC45,D,LOT-854304,2024-06-18
DEV-5852181581,PRD-66155,Studio Pro,,LOT-486750,2024-01-05
DEV-4506222455,PRD-66155,Studio Pro,A,LOT-232430,2024-06-18
DEV-7987533676,PRD-40982,Air Mini,A,LOT-108509,2025-06-01
DEV-1687842448,PRD-24371,Studio Pro,C,LOT-658380,2025-01-15
DEV-8151796168,PRD-99353,QC Ultra,D,LOT-603399,2024-03-08
DEV-7991066567,PRD-76469,Portable PA Mini,A,LOT-698966,2025-03-12
DEV-8481409303,PRD-49117,QC45,D,LOT-864995,05/27/2025
DEV-3013362475,PRD-30635,Quiet Buds,B,LOT-564412,2025-07-11
DEV-5420666225,PRD-67912,Soundbar 600,A,LOT-694411,2025-05-24
DEV-5103162544,PRD-24371,Studio Pro,B,LOT-995344,2024-05-12
DEV-1617929641,PRD-66155,QC Ultra,B,LOT-356399,2025-03-03
DEV-6618081021,PRD-99353,QC45,A,LOT-585519,2024-09-05
DEV-6983240787,PRD-66155,QC Ultra,D,LOT-373718,2025-09-19
DEV-4113979181,PRD-96511,Soundbar 600,D,LOT-989133,2025-01-21
DEV-2890394224,PRD-66155,QC Ultra,A,LOT-724842,2024-05-15
DEV-6215109037,PRD-71348,Studio Pro,D,LOT-707732,2024-04-22
DEV-1640979105,PRD-99353,Studio Pro,C,LOT-931765,2024-04-11
DEV-3353553945,PRD-65461,QC Ultra,A,,2024-04-10
DEV-9095263528,PRD-17100,Air Mini,B,LOT-559664,2025-12-06
DEV-2534867848,PRD-95180,QC Ultra,C,LOT-163838,2025-07-03
DEV-4300977393,PRD-38080,QC Ultra,A,LOT-347765,2025-09-23
DEV-2377542628,PRD-17100,Sport Buds,A,LOT-270922,2025-10-23
DEV-4726281358,PRD-10425,QC Ultra,C,LOT-275615,2025-12-22
DEV-3851894234,PRD-10425,QC Ultra,B,LOT-785511,2024-09-27
DEV-9611033518,PRD-66155,QC45,,LOT-820134,2025-10-01
DEV-2708621768,PRD-10221,Portable PA X,C,LOT-265050,2024-04-22
DEV-7056382841,PRD-79822,Studio Pro,A,LOT-908847,2024-12-23
DEV-1448847859,PRD-66155,QC Ultra,A,LOT-133467,2024-11-08
DEV-2068046073,PRD-10074,Studio Pro,C,LOT-407874,2025-12-19
DEV-9647526091,PRD-24371,QC Ultra,B,LOT-950666,2025-02-20
DEV-2211374001,PRD-66155,QC Ultra,A,,2025-09-01
DEV-9627481869,PRD-99353,Studio Pro,B,LOT-725290,2025-12-17
DEV-9451105506,PRD-40982,Air Mini,B,LOT-949833,2025-08-13
DEV-2482789277,PRD-17100,Air Mini,C,LOT-914075,
DEV-5904333046,PRD-19171,Portable PA X,B,LOT-442505,2024-04-02
DEV-5411112448,PRD-12757,QC Ultra,D,LOT-126891,2024-04-11
DEV-5990553847,PRD-66155,QC Ultra,C,LOT-274432,2024-04-05
DEV-7147051208,PRD-65461,Studio Pro,A,LOT-232626,2024-05-04
DEV-6765522528,PRD-42527,Soundbar 900,D,LOT-817696,12/04/2024
DEV-2226023307,PRD-79822,QC Ultra,A,,2025-11-03
DEV-8043053505,PRD-94080,Soundbar 900,B,LOT-753164,
DEV-6789753893,PRD-71348,QC45,B,LOT-358051,2025-07-04
DEV-6373431675,PRD-66155,QC45,A,,
DEV-3208399276,PRD-66155,QC Ultra,A,LOT-872468,2025-08-31
DEV-5051054525,PRD-66155,QC45,A,LOT-670816,
DEV-8173430641,PRD-66155,QC45,A,LOT-854757,2025-07-18
DEV-5477291329,PRD-66155,QC45,A,,2024-03-06
DEV-9032573130,PRD-19171,Portable PA Mini,,LOT-615934,2025-09-23
DEV-1844191262,PRD-66155,QC Ultra,C,LOT-657519,2025-06-30
DEV-6384861002,PRD-71348,QC Ultra,A,LOT-449975,2025-07-25
DEV-7901852206,PRD-30635,Quiet Buds,D,LOT-560824,2024-06-04
DEV-4535587332,PRD-61876,Quiet Buds,B,,2024-12-05
DEV-1137802449,PRD-82845,Sport Buds,B,LOT-425689,2024-12-18
DEV-4414943099,PRD-66155,QC Ultra,B,LOT-590061,2024-02-22
DEV-3370970711,PRD-66155,Studio Pro,C,LOT-841875,2025-05-23
DEV-4039672520,PRD-66155,QC45,D,,2024-07-12
DEV-9214451056,PRD-17100,Air Mini,B,LOT-334546,2025-07-08
DEV-7075558807,PRD-10425,Studio Pro,C,LOT-530846,2025-06-16
DEV-5505868105,PRD-66155,QC45,C,LOT-971279,2025-01-11
DEV-7917243133,PRD-66155,QC Ultra,A,LOT-376943,2025-07-26
DEV-1599433930,PRD-90120,Aviation A20,B,LOT-959636,2025-05-27
DEV-9707742997,PRD-66155,Studio Pro,C,LOT-672257,2024-11-15
DEV-7806290287,PRD-66155,QC Ultra,D,LOT-566046,2025-06-15
DEV-6411812236,PRD-99353,Studio Pro,A,LOT-573213,2025-05-01
DEV-4981874017,PRD-99353,Studio Pro,,LOT-491956,07/26/2025
DEV-5405317658,PRD-66155,Studio Pro,A,LOT-596265,2025-09-22
DEV-5660589433,PRD-66155,Studio Pro,B,LOT-800431,
DEV-8174366397,PRD-66155,Studio Pro,D,LOT-861481,2025-11-23
DEV-8936809129,PRD-68008,Aviation A20,B,LOT-340477,2025-12-23
DEV-7790234805,PRD-38080,QC Ultra,B,,2025-09-05
DEV-6257601294,PRD-66155,Studio Pro,B,LOT-582596,2024-08-08
DEV-2710076377,PRD-10074,QC45,C,LOT-542113,2025-05-13
DEV-3348481420,PRD-49117,Studio Pro,B,LOT-126865,2025-02-18
DEV-1049887109,PRD-66155,Studio Pro,B,LOT-267570,2024-12-10
DEV-8002154568,PRD-12757,QC45,C,LOT-626943,2025-10-03
DEV-7591151625,PRD-40007,Studio Pro,C,LOT-143083,2024-07-25
DEV-7559313991,PRD-66155,Studio Pro,C,LOT-753513,2025-01-07
DEV-6361343908,PRD-66155,Studio Pro,C,LOT-954446,2025-10-06
DEV-1463686680,PRD-66155,QC Ultra,B,LOT-100445,2024-11-12
DEV-3194915392,PRD-66155,QC45,B,LOT-122996,2024-07-16
DEV-6592426108,PRD-94080,Soundbar 600,B,LOT-549752,08/05/2025
DEV-2175103481,PRD-66155,Studio Pro,B,LOT-592879,2024-08-12
DEV-3215289244,PRD-25129,Pulse S,B,LOT-889586,08/03/2025
DEV-4133117511,PRD-99353,QC45,B,LOT-201605,2025-12-05
DEV-5274679617,PRD-24371,QC Ultra,D,LOT-513683,2025-10-20
DEV-4930488077,PRD-99353,Studio Pro,,LOT-748591,2025-04-23
DEV-5682785101,PRD-71348,QC45,C,LOT-942613,2025-04-10
DEV-1775591300,PRD-49117,Studio Pro,D,LOT-358365,2025-11-08
DEV-1486999978,PRD-79822,QC45,A,LOT-164872,2024-09-29
DEV-8763170148,PRD-12757,QC Ultra,B,LOT-843814,2025-03-07
DEV-5534675267,PRD-10425,QC45,A,,2024-09-11
DEV-7787611241,PRD-17100,Quiet Buds,A,LOT-493262,2025-07-09
DEV-7929459291,PRD-79329,Wave Plus,B,,2025-09-29
DEV-9295269363,PRD-66155,QC45,B,LOT-893002,2025-09-06
DEV-1948039639,PRD-66155,Studio Pro,D,,2024-12-16
DEV-3721004965,PRD-24371,QC45,B,LOT-213664,2025-09-12
DEV-4974357853,PRD-49117,QC Ultra,C,LOT-268049,2024-10-20
DEV-8723175423,PRD-66155,QC45,,LOT-788541,2024-05-20
DEV-5584157193,PRD-12757,QC Ultra,A,LOT-843588,2025-04-21
DEV-9403298062,PRD-25129,Pulse S,D,LOT-162881,
DEV-1064484699,PRD-79329,Wave Plus,C,LOT-604575,2025-09-13
DEV-1339869972,PRD-66155,Studio Pro,C,LOT-565660,2025-11-10
DEV-2916050928,PRD-81511,Theater Kit X,B,LOT-272081,2024-07-31
DEV-4949315853,PRD-66155,QC Ultra,A,LOT-871139,2024-03-27
DEV-8428129738,PRD-66155,Studio Pro,A,LOT-958784,2024-09-25
DEV-6045849677,PRD-66155,QC Ultra,A,LOT-887667,2025-02-03
DEV-9375287707,PRD-66155,QC Ultra,A,LOT-366825,2025-09-10
DEV-4177277293,PRD-10074,QC Ultra,D,,2024-09-19
DEV-5223195646,PRD-15229,Soundbar 900,B,LOT-901276,2024-12-13
DEV-4187988846,PRD-10074,QC45,A,LOT-973048,2025-06-11
DEV-9150728001,PRD-66155,QC45,C,LOT-163730,2024-02-26
DEV-4550656203,PRD-38080,QC45,B,LOT-134812,2024-07-10
DEV-5916991713,PRD-47606,Portable PA X,B,LOT-420427,
DEV-3210629192,PRD-82845,Air Mini,D,LOT-629694,2025-02-22
DEV-5247287055,PRD-40982,Sport Buds,B,LOT-476925,2025-10-11
DEV-9070278706,PRD-68082,Air Mini,A,LOT-328005,2024-06-12
DEV-8170525675,PRD-66155,QC Ultra,C,LOT-662698,2025-05-13
DEV-7782954756,PRD-10074,Studio Pro,B,LOT-901462,2025-11-09
DEV-4019695180,PRD-65724,Aviation Pro X,A,LOT-814105,2024-09-01
DEV-9433197937,PRD-66155,Studio Pro,B,LOT-313631,2024-03-10
DEV-3239668502,PRD-10425,QC Ultra,C,LOT-218205,2024-05-06
DEV-4969210194,PRD-71348,Studio Pro,C,LOT-275933,11/25/2024
DEV-1987925992,PRD-66155,QC Ultra,A,LOT-504687,2024-05-23
DEV-2658861672,PRD-66155,QC Ultra,C,LOT-298548,2024-01-24
DEV-4111729324,PRD-66155,Studio Pro,B,LOT-355819,2025-12-13
DEV-8671536514,PRD-99353,QC45,B,LOT-997806,2024-02-06
DEV-7823421383,PRD-24371,Studio Pro,D,,2024-11-13
DEV-8523051084,PRD-66155,QC Ultra,A,LOT-392497,2025-10-10
DEV-4582394192,PRD-10425,QC45,A,LOT-557086,2024-12-05
DEV-1395255255,PRD-24371,QC Ultra,D,LOT-488988,2024-07-27
DEV-5048419646,PRD-66155,QC45,A,LOT-439666,2025-10-15
DEV-7951893153,PRD-67912,Soundbar 600,B,,2025-04-04
DEV-6163848174,PRD-71348,Studio Pro,A,LOT-695033,2025-03-26
DEV-4371169839,PRD-24371,Studio Pro,A,LOT-682400,2024-12-22
DEV-3638678581,PRD-66155,QC45,A,LOT-549581,2025-02-14
DEV-9146660400,PRD-66155,QC Ultra,C,LOT-123359,2024-12-18
DEV-9539473635,PRD-84085,Sport Buds,D,LOT-705355,2025-08-16
DEV-5199523948,PRD-24371,Studio Pro,D,LOT-699407,2024-08-23
DEV-6846339184,PRD-66155,Studio Pro,B,LOT-582943,2024-12-24
DEV-5887542842,PRD-66155,QC45,B,LOT-178253,
DEV-5916249024,PRD-41385,QC Ultra,C,LOT-244463,2025-10-10
DEV-3523872583,PRD-66155,QC45,A,LOT-377174,2025-01-05
DEV-6556177919,PRD-93130,Soundbar 900,D,,2025-01-25
DEV-1607892230,PRD-66155,QC45,B,,2025-03-24
DEV-2714973730,PRD-66155,Studio Pro,D,LOT-155407,2025-05-05
DEV-9008038375,PRD-66155,QC Ultra,B,LOT-740707,2025-10-20
DEV-1250872340,PRD-38080,QC45,B,LOT-956505,2024-01-04
DEV-2032383330,PRD-66155,QC Ultra,,,2024-12-17
DEV-2602631087,PRD-15229,Soundbar 900,A,LOT-689780,2025-08-22
DEV-7761828774,PRD-66155,QC Ultra,C,LOT-946475,2024-03-31
DEV-2835684811,PRD-66155,Studio Pro,D,LOT-338459,2024-05-24
DEV-3446034887,PRD-71348,QC Ultra,A,LOT-948992,2025-10-24
DEV-8667408204,PRD-66155,Studio Pro,C,LOT-338030,2025-01-10
DEV-8977743997,PRD-10425,QC45,A,LOT-595155,2024-12-29
DEV-3036394000,PRD-65461,QC45,D,LOT-907940,2025-06-26
DEV-5955228630,PRD-66155,Studio Pro,C,LOT-817857,2024-02-05
DEV-8423301365,PRD-66155,QC45,B,LOT-963876,2025-11-15
DEV-5554707525,PRD-66155,QC45,,LOT-881537,2025-02-15
DEV-9574712694,PRD-99353,QC45,D,LOT-673741,2025-07-11
DEV-8944871992,PRD-63354,Sport Buds,D,LOT-446919,2024-10-24
DEV-4026611609,PRD-71348,QC45,B,LOT-469559,
DEV-4541853179,PRD-44237,Theater Kit X,A,LOT-902852,05/03/2024
DEV-4137988451,PRD-49117,Studio Pro,,LOT-344916,
DEV-2666018825,PRD-66155,Studio Pro,,,2024-03-18
DEV-2671021843,PRD-64040,Theater Kit X,C,LOT-124948,2025-06-13
DEV-9298596368,PRD-65518,Theater Kit X,D,LOT-100681,2025-01-23
DEV-7725447662,PRD-66155,QC Ultra,A,LOT-896442,2025-11-30
DEV-2448523257,PRD-66155,Studio Pro,D,LOT-463881,2024-03-27
DEV-2459362422,PRD-41385,QC45,B,LOT-616227,
DEV-4627206450,PRD-71348,QC45,C,,2024-06-22
DEV-1282449336,PRD-41385,QC Ultra,,LOT-810450,2025-05-15
DEV-1509028741,PRD-40007,QC45,B,LOT-324933,2024-01-10
DEV-2220678512,PRD-79822,QC Ultra,C,LOT-198351,2025-08-13
DEV-7637628689,PRD-24371,QC45,C,LOT-491957,2025-04-22
DEV-1303489603,PRD-66155,QC Ultra,B,LOT-705666,
DEV-1252500343,PRD-66155,Studio Pro,B,LOT-375532,
DEV-9573252585,PRD-79822,Studio Pro,B,LOT-851468,2024-07-06
DEV-6536109918,PRD-66155,Studio Pro,C,LOT-335959,
DEV-5970031084,PRD-24371,QC45,A,LOT-464840,2024-12-22
DEV-6639737026,PRD-66155,QC Ultra,D,LOT-210905,2024-10-21
DEV-1641889887,PRD-10425,QC Ultra,B,LOT-173131,
DEV-9761019528,PRD-38080,QC45,D,,2025-03-19
DEV-9218525137,PRD-44237,Theater Kit X,B,,2025-03-07
DEV-4983661172,PRD-24371,QC45,D,LOT-578715,2024-12-10
DEV-7232631533,PRD-99353,Studio Pro,D,LOT-722245,2025-09-05
DEV-1199399060,PRD-24371,QC Ultra,B,LOT-287884,2024-11-02
DEV-1801177244,PRD-66155,QC45,B,LOT-125862,2024-10-14
DEV-1696225566,PRD-79329,Pulse S,C,,2024-10-20
DEV-1734082043,PRD-66155,QC45,D,LOT-230540,2025-05-17
DEV-5700684242,PRD-65461,QC Ultra,C,LOT-321706,2025-08-14
DEV-8514580698,PRD-99353,Studio Pro,,LOT-824284,
DEV-4044400489,PRD-99353,QC45,D,LOT-902777,2024-02-04
DEV-9500124475,PRD-66155,Studio Pro,D,LOT-710150,2025-03-01
DEV-9819373637,PRD-99353,QC Ultra,,LOT-857472,2024-09-14
DEV-5206415161,PRD-66155,QC Ultra,C,LOT-364201,
DEV-3812489271,PRD-66155,Studio Pro,A,LOT-650398,2024-08-04
DEV-4051746858,PRD-97153,Portable PA X,C,LOT-870479,
DEV-5203379410,PRD-66155,QC45,D,LOT-329656,2024-06-10
DEV-4761577540,PRD-71348,QC Ultra,B,LOT-914582,2024-10-30
DEV-5496980355,PRD-24371,QC45,B,,11/19/2025
DEV-8851959614,PRD-79822,QC45,B,LOT-712957,
DEV-4298127466,PRD-99353,Studio Pro,A,LOT-727273,
DEV-4188138565,PRD-41385,QC45,B,LOT-142862,2025-09-23
DEV-1937032010,PRD-95180,QC Ultra,B,LOT-877911,2025-11-03
DEV-1696653832,PRD-49117,Studio Pro,A,LOT-224272,02/24/2025
DEV-8908059409,PRD-66155,QC45,B,LOT-142550,2024-11-11
DEV-8748902092,PRD-81511,Soundbar 900,B,LOT-400878,2024-03-06
DEV-7148182022,PRD-24371,QC Ultra,C,LOT-297724,2024-01-29
DEV-2618896959,PRD-24371,QC45,A,LOT-504058,2024-08-22
DEV-5160352188,PRD-66155,QC45,A,LOT-244121,2024-08-17
DEV-8281800690,PRD-64040,Soundbar 900,C,LOT-639688,2025-03-06
DEV-8451562941,PRD-94080,Theater Kit X,D,LOT-875846,2025-02-18
DEV-9953440827,PRD-49117,Studio Pro,C,LOT-331319,2025-11-09
DEV-5114561216,PRD-66155,QC45,C,LOT-347306,2024-04-14
DEV-3961484472,PRD-66155,QC Ultra,A,LOT-989548,2025-09-25
DEV-6442050769,PRD-66155,QC45,C,LOT-823338,2025-07-12
DEV-9548550011,PRD-24371,Studio Pro,C,LOT-766608,2024-12-18
DEV-8976812339,PRD-10221,Portable PA Mini,B,LOT-914660,2024-12-05
DEV-9185970495,PRD-66155,QC Ultra,A,LOT-487909,
DEV-7754637197,PRD-79822,Studio Pro,D,LOT-191790,2024-01-07
DEV-9332027773,PRD-24371,Studio Pro,B,LOT-568382,2024-04-20
DEV-2186200767,PRD-66155,QC Ultra,B,LOT-224427,2024-12-18
DEV-1839293859,PRD-15229,Soundbar 600,D,LOT-415618,2024-08-10
DEV-5534783423,PRD-66155,Studio Pro,B,LOT-580140,2025-09-20
DEV-9718730673,PRD-41385,Studio Pro,C,LOT-656615,2024-01-15
DEV-5635991259,PRD-66155,Studio Pro,C,LOT-684037,2024-04-03
DEV-4849412401,PRD-24371,QC45,D,LOT-583031,2025-05-26
DEV-3139131324,PRD-10074,QC Ultra,B,LOT-271547,2025-06-11
DEV-7567162889,PRD-41385,QC45,D,LOT-333375,2025-06-21
DEV-6686166474,PRD-66155,QC Ultra,A,,2024-11-29
DEV-8302586695,PRD-68082,Quiet Buds,D,LOT-165936,
DEV-1195980587,PRD-91351,Soundbar 600,D,LOT-815567,2024-09-09
DEV-1836949785,PRD-24371,QC45,A,LOT-701530,2024-09-05
DEV-5667961988,PRD-65518,Soundbar 600,D,LOT-307739,2025-03-29
DEV-8625995551,PRD-79822,QC Ultra,D,,2025-02-06
DEV-4367653926,PRD-49117,QC45,A,LOT-745262,2025-05-07
DEV-4906464297,PRD-10074,QC Ultra,A,LOT-908303,2024-06-14
DEV-1748640005,PRD-49117,QC45,B,LOT-827179,2025-06-05
DEV-1968523055,PRD-66155,QC Ultra,B,LOT-467010,2024-10-01
DEV-2971882657,PRD-66155,Studio Pro,A,LOT-926185,2024-02-08
DEV-2636953700,PRD-17100,Quiet Buds,A,LOT-515682,
DEV-8984473676,PRD-10074,Studio Pro,D,LOT-841816,2025-10-01
DEV-3055040376,PRD-66155,QC45,B,LOT-252199,2024-11-08
