shipment_id,order_id,warehouse_id,carrier,ship_date,promised_delivery_date,actual_delivery_date,shipping_cost,status
SHP-692565941,ORD-8062002,WH-010,CEVA,2025-06-15,2025-06-22,2025-06-22,10.67,delivered
SHP-817349844,ORD-7958012,WH-003,DHL,2024-10-02,2024-10-12,2024-10-11,15.04,in_transit
SHP-448528545,ORD-3387378,,DHL,2024-01-10,2024-01-17,2024-01-18,17.74,
SHP-273570333,ORD-7872438,,FedEx,2024-07-12,2024-07-19,2024-07-19,16.12,delivered
SHP-860256923,ORD-3592231,WH-004,DHL,2024-03-03,2024-03-10,2024-03-11,26.9,delivered
SHP-505556816,ORD-3958791,WH-015,DHL,2025-08-02,2025-08-04,2025-08-04,45.67,delivered
SHP-978574473,ORD-5890991,WH-002,DHL,2025-06-18,2025-06-21,2025-06-20,24.66,delivered
SHP-531338611,ORD-3074336,WH-014,FedEx,2025-12-25,2025-12-27,2025-12-27,33.79,delivered
SHP-949197121,ORD-8628538,,USPS,2024-04-23,2024-04-26,2024-04-26,34.92,in_transit
SHP-691623148,ORD-1909698,WH-011,CEVA,2025-08-15,2025-08-25,2025-08-25,42.61,delivered
SHP-128528768,ORD-5988752,,DB Schenker,2025-07-14,2025-07-19,2025-07-19,7.42,delivered
SHP-432666237,ORD-8987385,WH-014,Maersk,2024-02-07,2024-02-10,2024-02-09,22.98,delivered
SHP-394433819,ORD-8193067,,CEVA,2024-07-03,2024-07-10,2024-07-17,38.96,delivered
SHP-511665607,ORD-3865044,WH-012,DB Schenker,2024-07-31,2024-08-02,2024-08-02,40.22,returned
SHP-884999488,ORD-6016796,WH-003,UPS,2025-03-23,2025-04-02,2025-04-02,44.95,delivered
SHP-917508189,ORD-6624291,WH-014,UPS,2024-08-25,2024-08-30,2024-08-30,35.52,label_created
SHP-259117135,ORD-6984969,,FedEx,2025-08-18,2025-08-25,2025-08-25,16.3,label_created
SHP-665531118,ORD-6850900,WH-004,FedEx,2024-04-05,2024-04-07,2024-04-06,27.24,delivered
SHP-746068856,ORD-3160689,WH-010,CEVA,2025-04-25,2025-05-02,2025-05-02,7.36,exception
SHP-211977648,ORD-5461151,WH-013,DB Schenker,2024-08-13,2024-08-16,2024-08-18,33.17,delivered
SHP-997494898,ORD-1153994,WH-010,DHL,2025-02-14,2025-02-21,2025-02-21,29.28,delivered
SHP-552197630,ORD-5252937,WH-014,CEVA,2024-12-28,2025-01-07,2025-01-07,34.01,delivered
SHP-359311904,ORD-8558688,WH-009,DB Schenker,2024-07-23,2024-07-30,2024-07-29,45.07,label_created
SHP-923406912,ORD-9762137,WH-002,DHL,2024-10-31,2024-11-02,2024-11-02,34.87,delivered
SHP-393202337,ORD-1046735,WH-016,USPS,2025-05-14,2025-05-21,2025-05-28,19.46,delivered
SHP-736198159,ORD-8660009,WH-002,DHL,2025-04-05,2025-04-15,2025-04-16,14.35,in_transit
SHP-712399107,ORD-2596416,,UPS,2025-09-11,2025-09-18,2025-09-18,41.89,in_transit
SHP-565125430,ORD-2684976,WH-004,FedEx,2024-11-14,19/11/2024,2024-11-20,14.16,in_transit
SHP-765542166,ORD-3767067,WH-012,Maersk,2025-01-17,2025-01-22,2025-01-23,12.79,in_transit
SHP-520093621,ORD-6335652,,FedEx,2025-03-20,2025-03-30,,14.68,in_transit
SHP-915755975,ORD-8647953,WH-004,DB Schenker,2024-04-04,2024-04-09,2024-04-09,27.37,delivered
SHP-330439777,ORD-6266433,WH-002,DB Schenker,2025-07-03,2025-07-06,2025-07-05,11.22,delivered
SHP-729295959,ORD-6437013,WH-007,DHL,2025-02-14,2025-02-16,2025-02-16,45.4,delivered
SHP-736192189,ORD-7201374,WH-010,DB Schenker,2025-04-26,2025-05-03,,46.58,delivered
SHP-374789282,ORD-4853799,WH-007,CEVA,2024-09-12,2024-09-15,,46.9,delivered
SHP-887081872,ORD-3796170,WH-016,DB Schenker,2025-09-25,2025-09-30,2025-09-30,7.64,
SHP-251828251,ORD-9274230,WH-015,DB Schenker,2024-03-29,2024-03-31,,45.74,delivered
SHP-153400159,ORD-4446621,WH-015,DHL,2024-12-10,2024-12-15,,47.89,delivered
SHP-136213220,ORD-2300616,WH-013,Maersk,2024-11-06,2024-11-08,2024-11-08,45.58,exception
SHP-857955275,ORD-7152881,WH-011,UPS,2024-11-22,2024-11-25,2024-11-25,34.18,delivered
SHP-864157193,ORD-3031711,WH-008,USPS,2024-08-28,2024-08-30,2024-08-30,35.45,in_transit
SHP-481048252,ORD-5744249,WH-011,USPS,2025-05-27,2025-06-06,2025-06-07,11.13,in_transit
SHP-827524430,ORD-7894819,WH-007,UPS,2025-09-01,2025-09-11,2025-09-12,42.72,delivered
SHP-788293345,ORD-3167912,WH-012,Maersk,2025-11-23,2025-12-03,2025-12-03,8.5,label_created
SHP-435642134,ORD-6898188,,CEVA,2024-09-11,2024-09-21,2024-09-20,19.34,delivered
SHP-779030827,ORD-3039145,WH-016,UPS,2024-12-14,2024-12-17,2024-12-18,47.63,delivered
SHP-672496265,ORD-2502318,WH-002,DB Schenker,2024-10-21,2024-10-28,2024-10-30,23.74,delivered
SHP-863530724,ORD-9493517,WH-009,FedEx,2024-04-30,2024-05-10,2024-05-10,11.51,delivered
SHP-967316325,ORD-5949722,WH-012,USPS,2025-05-05,2025-05-10,2025-05-09,46.71,delivered
SHP-825687109,ORD-3089204,WH-016,FedEx,2024-04-24,2024-04-27,2024-04-27,47.33,delivered
SHP-800610608,ORD-8350625,,FedEx,2025-01-07,2025-01-09,2025-01-10,13.86,delivered
SHP-279267946,ORD-7608657,WH-013,USPS,2024-06-21,2024-06-28,2024-06-28,42.32,delivered
SHP-315729189,ORD-1476335,,FedEx,2025-11-29,02/12/2025,2025-12-03,22.4,label_created
SHP-559837538,ORD-5656965,WH-005,Maersk,2024-08-09,2024-08-14,2024-08-14,22.02,delivered
SHP-998943431,ORD-9644415,WH-005,DB Schenker,2024-07-16,2024-07-19,2024-07-19,17.03,
SHP-534456579,ORD-8429053,WH-005,CEVA,2025-04-03,2025-04-06,2025-04-09,7.88,delivered
SHP-892696554,ORD-4435692,WH-005,DB Schenker,2024-01-18,2024-01-28,2024-01-27,17.26,delivered
SHP-111639664,ORD-9057939,WH-011,DB Schenker,2025-04-17,2025-04-22,2025-04-23,8.26,delivered
SHP-688838768,ORD-7500790,WH-016,UPS,2024-06-21,2024-07-01,2024-07-02,44.82,in_transit
SHP-358248369,ORD-7461258,WH-011,CEVA,2024-11-30,02/12/2024,2024-12-02,33.79,in_transit
SHP-258302697,ORD-8280708,WH-007,DHL,2025-12-17,2025-12-27,2025-12-26,43.24,in_transit
SHP-584544466,ORD-1277317,WH-015,DB Schenker,2025-09-16,2025-09-18,,36.13,delivered
SHP-811990878,ORD-7917457,WH-016,FedEx,2025-05-30,2025-06-02,2025-06-01,11.51,label_created
SHP-302491868,ORD-3618612,WH-007,DHL,2025-09-07,2025-09-17,2025-09-16,45.5,delivered
SHP-320536585,ORD-6868531,WH-006,UPS,2025-06-10,2025-06-20,2025-06-19,43.8,delivered
SHP-612953777,ORD-9724153,WH-012,FedEx,2025-05-13,2025-05-23,2025-05-23,20.62,in_transit
SHP-467935969,ORD-8123010,WH-010,Maersk,2025-02-13,2025-02-15,2025-02-14,10.68,delivered
SHP-687117923,ORD-8649649,WH-006,USPS,2025-10-24,2025-10-31,2025-10-31,35.57,delivered
SHP-904222008,ORD-6353934,WH-004,USPS,2024-02-29,2024-03-07,2024-03-08,36.59,delivered
SHP-317908239,ORD-7481942,WH-005,Maersk,2025-12-03,2025-12-05,2025-12-05,43.67,in_transit
SHP-436001926,ORD-1765808,WH-006,CEVA,2024-12-14,2024-12-17,2024-12-18,8.21,delivered
SHP-138421478,ORD-2592736,WH-001,DB Schenker,2025-02-12,2025-02-14,2025-02-14,11.95,delivered
SHP-651646250,ORD-1384174,WH-014,CEVA,2024-03-13,2024-03-18,2024-03-19,31.13,delivered
SHP-336455162,ORD-4286377,WH-006,FedEx,2025-06-09,2025-06-14,2025-06-14,32.0,label_created
SHP-623127549,ORD-8556901,WH-008,UPS,2024-07-20,2024-07-23,2024-07-24,7.41,delivered
SHP-320164125,ORD-8397211,WH-009,FedEx,2024-04-12,14/04/2024,2024-04-14,22.67,delivered
SHP-241410519,ORD-4212192,WH-014,DB Schenker,2025-06-06,2025-06-09,2025-06-08,30.53,delivered
SHP-105246642,ORD-8950188,WH-005,FedEx,2025-03-10,2025-03-15,2025-03-16,36.99,returned
SHP-399395412,ORD-9669185,WH-009,DHL,2025-02-14,2025-02-24,2025-02-24,19.28,delivered
SHP-137692423,ORD-1719698,WH-012,DB Schenker,2024-12-06,2024-12-09,2024-12-09,26.32,delivered
SHP-946750780,ORD-4872801,WH-016,DHL,2025-02-13,2025-02-16,2025-02-15,40.19,in_transit
SHP-251421516,ORD-9417063,WH-014,DHL,2025-01-01,2025-01-03,2025-01-02,46.06,delivered
SHP-574832262,ORD-3000764,WH-001,USPS,2024-08-03,2024-08-10,2024-08-10,15.67,in_transit
SHP-329070592,ORD-1538166,WH-006,DHL,2024-04-26,2024-04-29,2024-04-30,16.63,delivered
SHP-475710333,ORD-3748280,WH-006,DHL,2024-02-04,2024-02-09,2024-02-10,45.47,delivered
SHP-876819368,ORD-9853153,WH-004,UPS,2024-11-07,2024-11-14,2024-11-14,22.63,returned
SHP-630376794,ORD-1964325,WH-010,FedEx,2025-01-06,2025-01-11,2025-01-11,36.17,delivered
SHP-202159191,ORD-5238102,WH-005,Maersk,2024-10-16,2024-10-19,2024-10-19,31.72,in_transit
SHP-566224210,ORD-9625845,WH-009,FedEx,2024-07-19,22/07/2024,2024-07-22,17.99,in_transit
SHP-256948475,ORD-4946189,,DB Schenker,2024-11-12,2024-11-15,2024-11-15,33.45,delivered
SHP-768614190,ORD-9850755,WH-005,Maersk,2024-11-18,2024-11-23,2024-11-23,33.53,delivered
SHP-834373523,ORD-1412150,WH-009,Maersk,2024-09-23,2024-09-30,2024-10-01,30.88,in_transit
SHP-391444859,ORD-9056219,WH-004,DHL,2025-06-02,2025-06-12,2025-06-12,10.19,
SHP-383617542,ORD-4647984,WH-014,DB Schenker,2024-07-31,2024-08-10,,47.8,in_transit
SHP-291467520,ORD-2653840,WH-012,DB Schenker,2025-12-24,2025-12-31,2026-01-05,22.82,delivered
SHP-186560175,ORD-5783280,WH-001,Maersk,2024-07-06,2024-07-08,2024-07-08,32.81,in_transit
SHP-464724382,ORD-7664382,WH-015,FedEx,2024-01-24,2024-02-03,2024-02-03,43.2,delivered
SHP-858027705,ORD-8448596,WH-010,FedEx,2024-05-13,2024-05-20,,23.78,in_transit
SHP-500544321,ORD-1479322,WH-004,DB Schenker,2025-08-10,2025-08-15,2025-08-14,38.5,delivered
SHP-652823795,ORD-1355446,,DHL,2025-07-09,2025-07-14,2025-07-14,46.82,delivered
SHP-768068308,ORD-3346889,WH-016,DB Schenker,2025-03-03,2025-03-06,2025-03-06,21.08,delivered
SHP-560693345,ORD-5916376,WH-010,DHL,2025-02-16,2025-02-26,2025-02-26,23.02,exception
SHP-605810483,ORD-2711429,WH-012,Maersk,2025-09-16,2025-09-18,2025-09-18,44.03,delivered
SHP-194845376,ORD-1315701,WH-006,CEVA,2024-04-24,2024-05-04,2024-05-04,12.71,delivered
SHP-461777875,ORD-1058379,WH-014,CEVA,2024-08-24,2024-08-31,2024-08-31,7.2,delivered
SHP-324396168,ORD-2194156,WH-012,Maersk,2024-12-11,2024-12-18,2024-12-19,44.17,delivered
SHP-416763921,ORD-6288507,WH-009,DB Schenker,2024-10-29,2024-11-01,2024-11-01,40.51,in_transit
SHP-996095356,ORD-1440067,WH-001,DHL,2024-05-13,2024-05-23,,46.85,label_created
SHP-199727340,ORD-2714890,WH-016,DB Schenker,2025-04-13,2025-04-15,2025-04-16,8.45,in_transit
SHP-521397126,ORD-1347730,WH-015,USPS,2025-07-12,2025-07-15,2025-07-16,12.56,delivered
SHP-987781247,ORD-7323262,WH-016,CEVA,2024-05-27,2024-06-06,2024-06-13,10.42,delivered
SHP-852684040,ORD-5585437,WH-007,CEVA,2025-05-12,2025-05-19,2025-05-22,34.7,in_transit
SHP-801557852,ORD-4316002,WH-002,USPS,2025-12-28,2026-01-04,2026-01-04,31.45,delivered
SHP-401627347,ORD-8814509,WH-002,FedEx,2024-05-15,18/05/2024,2024-05-18,21.09,delivered
SHP-130775305,ORD-9884624,WH-001,DB Schenker,2024-01-07,2024-01-10,2024-01-10,8.41,delivered
SHP-568802589,ORD-1009670,WH-012,DB Schenker,2025-05-12,2025-05-22,2025-05-21,32.87,delivered
SHP-917386190,ORD-2794874,WH-015,Maersk,2024-05-14,2024-05-24,2024-05-24,29.95,delivered
SHP-988882474,ORD-1245381,WH-010,USPS,2024-02-14,2024-02-21,2024-02-22,10.74,
SHP-473131818,ORD-4464183,WH-001,CEVA,2025-02-11,2025-02-21,2025-02-22,44.17,delivered
SHP-869431395,ORD-4216616,WH-006,USPS,2025-09-30,2025-10-03,2025-10-03,14.36,in_transit
SHP-566349281,ORD-2068061,WH-008,DHL,2025-05-30,2025-06-09,,37.23,in_transit
SHP-769724514,ORD-9863995,WH-010,USPS,2025-02-25,2025-03-04,2025-03-04,43.17,delivered
SHP-482665698,ORD-5540644,WH-010,DB Schenker,2025-07-01,2025-07-11,2025-07-11,30.34,exception
SHP-817508603,ORD-6917428,,UPS,2025-02-11,21/02/2025,2025-02-21,16.37,delivered
SHP-246349868,ORD-4651503,WH-009,DHL,2024-05-02,2024-05-04,2024-05-04,18.99,delivered
SHP-973150631,ORD-7804611,WH-014,DHL,2024-07-15,2024-07-22,2024-07-22,43.2,
SHP-659263145,ORD-9868367,WH-008,UPS,2024-07-25,2024-08-04,2024-08-03,18.53,delivered
SHP-212622556,ORD-2884384,WH-013,DB Schenker,2025-09-26,2025-10-03,2025-10-03,37.34,delivered
SHP-264186345,ORD-1060614,WH-002,DHL,2025-07-29,2025-08-08,2025-08-07,47.59,delivered
SHP-138248943,ORD-9394973,,UPS,2024-04-06,2024-04-16,2024-04-16,47.99,exception
SHP-165626285,ORD-1792363,WH-001,DHL,2024-07-09,2024-07-19,2024-07-19,28.41,delivered
SHP-986819650,ORD-7050402,WH-003,FedEx,2024-02-27,2024-03-05,2024-03-07,40.72,delivered
SHP-940133345,ORD-1428895,WH-004,UPS,2025-07-05,2025-07-08,2025-07-07,47.59,in_transit
SHP-567308589,ORD-6075767,WH-013,FedEx,2025-03-19,2025-03-22,2025-03-22,21.74,delivered
SHP-674673888,ORD-9992564,WH-010,DHL,2024-08-18,2024-08-21,2024-08-22,16.6,delivered
SHP-725823335,ORD-3246338,WH-007,DB Schenker,2025-11-30,2025-12-03,2025-12-03,10.8,delivered
SHP-258660335,ORD-8439147,WH-014,USPS,2025-03-22,2025-03-29,2025-03-29,11.92,delivered
SHP-197873814,ORD-8964225,WH-012,CEVA,2025-03-02,2025-03-09,2025-03-10,41.85,delivered
SHP-375082754,ORD-1353092,WH-002,DHL,2025-08-03,2025-08-06,2025-08-06,30.73,delivered
SHP-338027397,ORD-3251421,WH-011,USPS,2024-07-11,2024-07-14,2024-07-13,42.7,delivered
SHP-315786721,ORD-2170916,WH-004,USPS,2025-02-23,2025-03-05,2025-03-05,39.16,
SHP-802900700,ORD5612431,,FedEx,2024-02-22,2024-02-25,2024-02-25,34.3,in_transit
SHP-750172189,ORD-6070510,WH-012,UPS,2025-12-14,2025-12-16,2025-12-16,31.59,delivered
SHP-967484462,ORD4529690,WH-010,Maersk,2025-02-17,2025-02-24,2025-02-23,8.03,exception
SHP-483074863,ORD-4971183,WH-002,Maersk,2025-03-28,2025-04-07,2025-04-07,42.64,delivered
SHP-413208325,ORD-5427053,WH-006,USPS,2024-03-11,2024-03-18,2024-03-21,23.55,label_created
SHP-676188938,ORD-1042407,,CEVA,2025-05-19,2025-05-26,2025-05-27,29.51,in_transit
SHP-616795946,ORD-8342182,WH-014,DHL,2024-05-10,2024-05-17,2024-05-17,6.92,delivered
SHP-205801727,ORD-5612431,WH-002,USPS,2025-02-24,2025-02-26,2025-02-25,45.32,exception
SHP-927064072,ORD-4024328,WH-009,USPS,2024-09-29,2024-10-02,2024-10-01,43.92,delivered
SHP-827324037,ORD-3394748,WH-005,DHL,2024-08-13,2024-08-15,2024-08-16,28.82,delivered
SHP-425476325,ORD-4777588,WH-004,Maersk,2025-02-28,2025-03-02,2025-03-02,30.25,in_transit
SHP-556429172,ORD-5019274,WH-006,DB Schenker,2024-05-25,2024-06-04,2024-06-04,35.61,delivered
SHP-980797318,ORD9900533,,DB Schenker,2025-08-08,2025-08-10,2025-08-10,17.12,delivered
SHP-847039659,ORD-7281986,WH-013,UPS,2024-09-24,2024-09-27,2024-10-02,15.32,delivered
SHP-935213358,ORD-5681879,WH-001,CEVA,2024-02-15,2024-02-17,2024-02-17,34.31,in_transit
SHP-975956795,ORD-2641387,WH-011,Maersk,2024-10-17,2024-10-22,2024-10-21,10.39,delivered
SHP-610997946,ORD-5448898,WH-011,USPS,2025-10-21,2025-10-28,2025-10-27,25.07,in_transit
SHP-952166747,ORD-3805132,WH-012,Maersk,2024-05-25,2024-05-30,2024-05-29,26.7,in_transit
SHP-899545563,ORD-2419809,WH-007,DB Schenker,2024-11-21,2024-11-23,2024-11-24,22.02,delivered
SHP-376061296,ORD-5668604,WH-005,USPS,2025-10-18,2025-10-23,2025-10-22,13.78,in_transit
SHP-582290239,ORD-2136231,WH-004,USPS,2024-05-16,2024-05-18,2024-05-19,20.92,in_transit
SHP-581660706,ORD-3735267,WH-005,FedEx,2025-12-05,2025-12-08,2025-12-09,20.18,label_created
SHP-226756078,ORD-8839866,WH-010,DHL,2025-11-25,2025-11-27,2025-11-27,26.97,delivered
SHP-974595174,ORD-9758730,,CEVA,2024-09-23,2024-10-03,2024-10-03,34.34,
SHP-391218792,ORD-4447445,WH-013,UPS,2025-07-15,22/07/2025,2025-07-22,46.67,delivered
SHP-432800589,ORD-6106868,WH-004,Maersk,2024-07-20,2024-07-27,2024-07-28,12.05,delivered
SHP-797047823,ORD-4966290,WH-003,UPS,2024-09-25,2024-09-30,2024-10-01,42.67,delivered
SHP-429372659,ORD-7202440,,DHL,2025-03-11,2025-03-16,2025-03-15,17.94,delivered
SHP-105329114,ORD-1516881,WH-010,USPS,2024-05-25,2024-06-01,2024-06-01,30.84,delivered
SHP-850187679,ORD-4924494,WH-004,FedEx,2024-06-23,2024-06-28,2024-06-28,28.96,delivered
SHP-618937798,ORD-1431372,WH-003,CEVA,2025-02-12,2025-02-17,2025-02-17,29.39,delivered
SHP-417170254,ORD-8947690,WH-004,DHL,2024-12-16,26/12/2024,,36.38,in_transit
SHP-103103626,ORD-2416519,,USPS,2024-06-20,2024-06-30,2024-06-30,22.03,delivered
SHP-429878342,ORD-9941511,WH-002,DB Schenker,2024-06-29,2024-07-01,,19.4,in_transit
SHP-637530467,ORD-6722587,WH-002,USPS,2025-05-18,2025-05-20,2025-05-21,41.82,in_transit
SHP-314322332,ORD-2490649,WH-002,CEVA,2024-09-07,2024-09-17,2024-09-16,15.24,delivered
SHP-361121263,ORD-5424537,,USPS,2025-03-07,2025-03-17,2025-03-17,13.57,delivered
SHP-834614667,ORD-5111798,WH-002,USPS,2024-10-22,2024-10-25,2024-10-24,6.66,delivered
SHP-145905421,ORD-6298679,WH-012,DHL,2025-06-16,2025-06-23,2025-06-23,14.84,in_transit
SHP-239134954,ORD-8471035,WH-006,Maersk,2024-10-14,2024-10-19,2024-10-18,27.78,label_created
SHP-968692813,ORD-9091081,WH-005,FedEx,2024-01-26,2024-01-31,2024-02-01,28.62,delivered
SHP-155875118,ORD-2241713,,DHL,2025-01-05,2025-01-12,2025-01-12,16.69,in_transit
SHP-960733440,ORD-1440751,WH-005,Maersk,2024-12-21,2024-12-23,2024-12-23,9.04,delivered
SHP-892121896,ORD-3660924,WH-016,DHL,2025-03-01,2025-03-06,2025-03-06,37.27,delivered
SHP-243481042,ORD-8981526,WH-011,UPS,2024-05-01,2024-05-04,2024-05-05,37.83,delivered
SHP-955717869,ORD-7057804,,FedEx,2025-01-09,2025-01-11,2025-01-10,47.91,delivered
SHP-696191301,ORD-8678428,WH-010,DHL,2024-05-05,2024-05-10,2024-05-11,43.8,delivered
SHP-219416505,ORD-6762189,WH-001,DHL,2025-06-03,2025-06-10,2025-06-10,44.89,delivered
SHP-553711730,ORD-4531568,WH-015,CEVA,2025-04-08,2025-04-10,2025-04-10,39.52,label_created
SHP-709304199,ORD-4837551,WH-013,Maersk,2025-11-29,2025-12-02,2025-12-02,31.85,label_created
SHP-805554330,ORD-3710964,WH-003,FedEx,2025-06-14,2025-06-19,2025-06-19,11.4,delivered
SHP-300204561,ORD-9539540,,Maersk,2025-07-06,2025-07-13,2025-07-14,32.14,delivered
SHP-408155243,ORD-1355454,WH-014,DB Schenker,2025-02-05,2025-02-12,2025-02-12,8.35,delivered
SHP-168016207,ORD-3114117,WH-001,DHL,2024-12-13,2024-12-18,2024-12-19,43.18,in_transit
SHP-673063896,ORD-3764633,WH-013,UPS,2025-04-13,2025-04-23,2025-04-23,26.24,delivered
SHP-639253393,ORD-5217075,WH-014,FedEx,2024-05-12,2024-05-17,2024-05-17,35.29,delivered
SHP-924293863,ORD-4983870,WH-003,FedEx,2025-06-24,2025-07-04,2025-07-04,8.19,delivered
SHP-416752093,ORD-7209198,WH-004,DHL,2025-09-15,2025-09-18,2025-09-18,28.44,label_created
SHP-138345339,ORD-3584141,WH-001,DHL,2025-02-10,2025-02-13,2025-02-13,18.65,delivered
SHP-568577959,ORD-2410328,WH-010,USPS,2024-03-13,2024-03-15,2024-03-15,17.97,delivered
SHP-530724174,ORD-1226934,WH-007,DB Schenker,2025-12-08,2025-12-10,2025-12-10,22.37,
SHP-688606371,ORD-4452529,WH-010,USPS,2024-12-14,2024-12-21,2024-12-21,6.03,delivered
SHP-788313418,ORD-4956705,WH-002,USPS,2025-06-22,2025-06-24,2025-06-26,25.6,delivered
SHP-890007964,ORD-6739815,WH-004,UPS,2024-10-27,2024-11-01,2024-11-03,26.44,delivered
SHP-322295870,ORD-4168870,WH-001,Maersk,2025-03-14,2025-03-24,2025-03-24,42.25,in_transit
SHP-681099060,ORD-2129961,WH-003,FedEx,2025-12-22,2025-12-25,2025-12-25,24.84,label_created
SHP-696017937,ORD-3554862,WH-007,UPS,2024-03-25,2024-03-30,2024-03-31,21.27,returned
SHP-400409526,ORD-1656823,WH-005,USPS,2024-07-18,2024-07-20,2024-07-19,47.78,in_transit
SHP-663682176,ORD-3353051,WH-010,UPS,2024-05-25,2024-06-01,2024-06-01,29.99,delivered
SHP-847767681,ORD-8799913,WH-014,CEVA,2025-03-14,2025-03-24,2025-03-23,25.85,delivered
SHP-826997707,ORD-3376567,,USPS,2024-02-11,2024-02-18,2024-02-17,26.83,in_transit
SHP-700652607,ORD-2523876,,DB Schenker,2024-03-24,2024-03-31,2024-04-01,39.99,label_created
SHP-939682418,ORD-8090133,WH-002,Maersk,2025-08-11,2025-08-18,2025-08-21,20.31,in_transit
SHP-605732909,ORD-4499896,,FedEx,2025-07-03,2025-07-06,2025-07-07,22.34,label_created
SHP-753515739,ORD-2442683,WH-006,CEVA,2024-05-25,2024-05-27,2024-05-26,37.75,delivered
SHP-515824612,ORD-4084464,WH-004,FedEx,2025-12-06,2025-12-13,2025-12-20,9.07,delivered
SHP-202436848,ORD-9311581,,CEVA,2024-12-08,2024-12-13,2024-12-12,42.34,in_transit
SHP-753561597,ORD-5175446,,FedEx,2024-11-09,2024-11-14,2024-11-14,24.07,delivered
SHP-859840517,ORD-1101006,,USPS,2025-01-24,2025-01-27,,30.41,in_transit
SHP-904195717,ORD-3259828,WH-014,Maersk,2025-09-24,2025-09-26,2025-09-27,37.81,
SHP-109959912,ORD-4060212,WH-002,DHL,2025-05-20,2025-05-25,2025-05-25,17.17,label_created
SHP-756391500,ORD-4763572,WH-012,DHL,2024-07-22,2024-07-27,2024-07-29,43.39,label_created
SHP-961841100,ORD-1889023,WH-004,CEVA,2025-06-28,2025-07-05,2025-07-04,47.13,exception
SHP-690666174,ORD-6928271,,Maersk,2025-01-22,2025-01-29,2025-01-29,26.76,delivered
SHP-861731489,ORD3314568,WH-012,USPS,2024-07-02,2024-07-07,2024-07-09,45.35,in_transit
SHP-566517420,ORD-9950278,WH-013,DB Schenker,2024-12-03,2024-12-05,2024-12-06,6.05,delivered
SHP-478823649,ORD-8280708,WH-002,UPS,2024-09-25,2024-10-02,2024-10-03,43.56,delivered
SHP-990414908,ORD-5924198,,USPS,2025-11-04,2025-11-09,2025-11-09,19.06,delivered
SHP-392841741,ORD-4929242,WH-007,DB Schenker,2024-06-01,2024-06-06,2024-06-13,19.08,
SHP-536132234,ORD-8665185,WH-014,UPS,2024-08-24,2024-08-31,2024-09-01,15.58,delivered
SHP-610577681,ORD-7742719,WH-004,Maersk,2025-04-26,2025-05-06,2025-05-05,19.31,label_created
SHP-484958781,ORD-4956378,WH-016,USPS,2025-07-24,2025-07-27,2025-07-28,14.97,delivered
SHP-645033351,ORD-9376186,WH-008,Maersk,2024-01-05,2024-01-12,2024-01-13,44.05,label_created
SHP-836491263,ORD-8668040,WH-008,DHL,2024-04-12,2024-04-14,,43.76,exception
SHP-899411601,ORD7634633,WH-014,FedEx,2025-08-06,2025-08-09,2025-08-09,10.29,in_transit
SHP-647837128,ORD-1306110,WH-004,Maersk,2025-05-31,2025-06-02,2025-06-02,12.0,delivered
SHP-370564062,ORD-1034441,WH-009,CEVA,2025-06-06,2025-06-09,2025-06-09,42.2,returned
SHP-587197956,ORD-5115158,WH-009,DB Schenker,2025-09-14,2025-09-21,2025-09-21,22.76,delivered
SHP-397047794,ORD-5653766,WH-009,FedEx,2024-09-29,2024-10-02,2024-10-02,13.11,
SHP-750495856,ORD-2324950,WH-014,UPS,2024-06-29,2024-07-06,2024-07-07,27.45,in_transit
SHP-948567079,ORD-7889310,WH-012,UPS,2025-04-08,2025-04-15,2025-04-16,23.5,delivered
SHP-529879310,ORD-2957612,WH-012,FedEx,2025-10-29,2025-11-05,2025-11-05,15.2,delivered
SHP-485562464,ORD-6266433,WH-008,UPS,2024-02-25,27/02/2024,,36.27,label_created
SHP-954873392,ORD-4279299,WH-015,CEVA,2024-06-28,2024-07-08,2024-07-08,32.51,
SHP-675789212,ORD-1750549,WH-016,FedEx,2025-01-10,2025-01-12,2025-01-12,10.19,delivered
SHP-292199178,ORD-1332297,WH-014,FedEx,2024-02-27,2024-03-01,,44.87,delivered
SHP-407029100,ORD-8939072,WH-014,DB Schenker,2025-01-13,2025-01-20,,29.46,delivered
SHP-867509737,ORD-5250514,WH-009,UPS,2025-08-01,2025-08-11,2025-08-10,16.51,delivered
SHP-398712766,ORD-6746929,WH-014,DB Schenker,2025-02-24,2025-03-03,2025-03-03,14.66,delivered
SHP-865048887,ORD-6830353,WH-015,UPS,2025-11-19,2025-11-21,2025-11-24,11.71,exception
SHP-164934580,ORD-6337744,WH-005,USPS,2025-11-10,2025-11-20,2025-11-20,23.83,label_created
SHP-346709580,ORD-4513002,WH-007,CEVA,2025-09-03,2025-09-10,2025-09-10,11.69,delivered
SHP-674926066,ORD-1243306,WH-004,FedEx,2025-12-16,19/12/2025,2025-12-19,23.46,label_created
SHP-474086370,ORD-8886613,WH-001,DB Schenker,2024-06-02,2024-06-09,2024-06-09,12.25,in_transit
SHP-790970575,ORD-1518512,WH-003,USPS,2024-01-13,2024-01-16,2024-01-16,33.59,delivered
SHP-471308496,ORD-1462172,WH-015,DB Schenker,2024-04-19,2024-04-22,2024-04-21,38.98,
SHP-873298484,ORD-9340044,WH-001,DB Schenker,2024-04-06,2024-04-11,2024-04-11,29.08,delivered
